"ShortName","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"Towns, Anunoby, Hart, Bridges, Brunson","NYK",48,940,3.0790548530959683,1897,120.34791776489193,34.159198734844495,58.67158671586716,0.5822102425876011,11.597258829731155,31.892461781760673,0.36363636363636365,0.3654485049833887,17.23774380600949,41.11755403268318,27.200843437005798,29.098576700052714,5.693199789140748,0.6018518518518519,0.6543624161073825,0.8363636363636363,0.3521536670547148,0.561086472303207,0.5692665890570431,0.6030190677966102,5.482340537691091,5.166051660516605,0.0880503144654088,0.47443331576172904,0.01487603305785124
"Edwards, McDaniels, Conley, Gobert, Randle","MIN",55,714,2.6137147366106888,1422,116.10407876230661,28.551336146272856,51.47679324894515,0.5546448087431693,14.627285513361462,37.06047819971871,0.3946869070208729,0.39543726235741444,15.119549929676513,30.942334739803094,26.160337552742615,35.232067510548525,8.649789029535865,0.541871921182266,0.5945945945945946,0.8028846153846154,0.4185861795075457,0.549806722354813,0.5702938840349484,0.596656976744186,5.063291139240507,3.586497890295359,0.06967213114754098,0.2109704641350211,0.0056925996204933585
"Cunningham, Duren, Thompson, Harris, Hardaway Jr.","DET",39,491,5.601475729546365,1031,118.04073714839961,38.11833171677983,67.11930164888457,0.5679190751445087,9.117361784675072,25.994180407371484,0.35074626865671643,0.3533834586466165,14.451988360814743,41.31910766246363,34.917555771096026,22.114451988360816,5.237633365664403,0.5419847328244275,0.6051136363636364,0.8085106382978723,0.2791666666666667,0.5599507828810021,0.55625,0.5809386973180076,7.9534432589718715,5.62560620756547,0.0838150289017341,0.19398642095053345,0.007462686567164179
"VanVleet, Brooks, Green, Sengun, Smith Jr.","HOU",37,450,4.01010101010101,924,112.12121212121212,28.78787878787879,57.79220779220779,0.49812734082397003,12.012987012987013,37.55411255411256,0.31988472622478387,0.3208092485549133,18.506493506493506,27.272727272727273,30.303030303030305,28.571428571428573,7.467532467532467,0.47368421052631576,0.5294117647058824,0.7927927927927928,0.3938706015891033,0.5402538285714286,0.4909194097616345,0.5281473899692938,6.0606060606060606,6.4935064935064934,0.11235955056179775,0.5411255411255411,0.01440922190201729
"Turner, Siakam, Nembhard, Haliburton, Mathurin","IND",37,435,12.03506827228297,890,117.64044943820225,31.123595505617978,53.03370786516854,0.586864406779661,12.584269662921349,34.60674157303371,0.36363636363636365,0.36482084690553745,17.640449438202246,40.89887640449438,21.348314606741575,30,7.752808988764045,0.6570397111913358,0.6920152091254753,0.7946428571428571,0.39487179487179486,0.5220622750642674,0.5705128205128205,0.6019585253456221,3.146067415730337,3.4831460674157304,0.06567796610169492,0.449438202247191,0.012987012987012988
"Sabonis, Fox, Monk, Murray, DeRozan","SAC",28,431,0.30610098431051824,913,117.52464403066813,34.720700985761226,61.44578313253012,0.5650623885918004,10.076670317634173,30.668127053669224,0.32857142857142857,0.32974910394265233,17.853231106243154,39.43044906900329,30.01095290251917,27.272727272727273,2.9572836801752462,0.5678233438485805,0.6020066889632107,0.9021739130434783,0.3329369797859691,0.5241636904761905,0.5410225921521997,0.5796316359696642,3.9430449069003286,5.695509309967141,0.09269162210338681,0.21905805038335158,0.007142857142857143
"Murray, Porter Jr., Braun, Gordon, Jokić","DEN",26,426,11.655764936306909,889,128.90888638920134,34.87064116985377,57.255343082114734,0.6090373280943026,13.835770528683915,33.18335208098988,0.41694915254237286,0.4212328767123288,17.66029246344207,43.869516310461194,25.871766029246345,35.43307086614173,6.074240719910011,0.6290322580645161,0.6989247311827957,0.8536585365853658,0.36691542288557216,0.5559382646691635,0.6150497512437811,0.6434195725534309,6.974128233970753,4.274465691788526,0.07465618860510806,0.1124859392575928,0.003389830508474576
"Turner, Siakam, Nembhard, Haliburton, Nesmith","IND",26,383,8.859210663334366,792,120.32828282828282,28.535353535353536,49.74747474747475,0.5736040609137056,16.54040404040404,39.77272727272727,0.4158730158730159,0.4171974522292994,13.636363636363637,37.121212121212125,19.949494949494948,40.90909090909091,8.712121212121213,0.6504424778761062,0.6933962264150944,0.8244274809160306,0.44428772919605075,0.5432447033898306,0.5959097320169252,0.6189856957087126,3.5353535353535355,3.0303030303030303,0.06091370558375635,0,0
"Murray, Porter Jr., Braun, Westbrook, Jokić","DEN",27,368,1.8254274990767243,765,127.7124183006536,36.99346405228758,62.61437908496732,0.5908141962421712,12.418300653594772,30.326797385620914,0.40948275862068967,0.4148471615720524,16.470588235294116,48.36601307189542,25.62091503267974,32.94117647058823,4.313725490196078,0.6537102473498233,0.7283464566929134,0.8842105263157894,0.3263009845288326,0.5548922913719944,0.5984528832630098,0.6269329896907216,7.5816993464052285,4.705882352941177,0.07515657620041753,0.13071895424836602,0.004310344827586207
"Brown, Tatum, White, Holiday, Porziņģis","BOS",24,357,0.19638579681554802,752,116.09042553191489,25.398936170212767,45.079787234042556,0.5634218289085545,16.356382978723403,45.079787234042556,0.36283185840707965,0.36283185840707965,16.22340425531915,29.78723404255319,21.01063829787234,41.090425531914896,7.9787234042553195,0.5863874345549738,0.6363636363636364,0.8373983739837398,0.5,0.551354228486647,0.553834808259587,0.5834454912516823,3.9893617021276597,2.7925531914893615,0.061946902654867256,0.26595744680851063,0.0058997050147492625
"Powell, Dunn, Zubac, Jones Jr., Harden","LAC",26,326,10.723793603622724,672,117.11309523809524,32.142857142857146,56.25,0.5714285714285714,12.053571428571429,34.375,0.35064935064935066,0.3537117903930131,16.666666666666668,33.63095238095238,30.654761904761905,28.125,8.035714285714286,0.5231481481481481,0.5707070707070707,0.7777777777777778,0.3793103448275862,0.5523735584843492,0.5541871921182266,0.5840773809523809,5.357142857142857,3.5714285714285716,0.06349206349206349,0,0
"VanVleet, Brooks, Green, Sengun, Thompson","HOU",27,323,-10.995164654954124,653,110.10719754977029,28.94333843797856,59.111791730474735,0.4896373056994819,11.944869831546708,33.996937212863706,0.35135135135135137,0.35135135135135137,16.385911179173046,28.177641653905052,29.709035222052066,28.02450229709035,7.810107197549771,0.48677248677248675,0.5443786982248521,0.782051282051282,0.3651315789473684,0.5353223684210526,0.5032894736842105,0.5327380952380952,6.1255742725880555,5.51301684532925,0.09326424870466321,0.30627871362940273,0.009009009009009009
"Hartenstein, Gilgeous-Alexander, Dort, Williams, Wallace","OKC",29,316,15.763993948562785,655,120,34.656488549618324,63.969465648854964,0.5417661097852029,11.755725190839694,30.229007633587788,0.3888888888888889,0.3888888888888889,15.419847328244275,35.11450381679389,34.19847328244275,29.31297709923664,5.9541984732824424,0.5066079295154186,0.5275229357798165,0.8311688311688312,0.3209076175040519,0.5409692868719611,0.5551053484602917,0.5842026825633383,2.7480916030534353,4.580152671755725,0.07159904534606205,0.15267175572519084,0.005050505050505051
"Prince, Jackson Jr., Lopez, Lillard, Antetokounmpo","MIL",30,311,-1.5452527767798614,637,114.1287284144427,28.571428571428573,51.96232339089482,0.5498489425981873,14.756671899529042,36.891679748822604,0.4,0.4,12.71585557299843,29.199372056514914,27.94348508634223,36.734693877551024,7.535321821036106,0.510989010989011,0.5568862275449101,0.8297872340425532,0.41519434628975266,0.5780822438162544,0.5706713780918727,0.5858995137763371,4.7095761381475665,4.7095761381475665,0.09063444108761329,0,0
"Powell, Dunn, Zubac, Harden, Leonard","LAC",18,286,9.413382438783685,579,119.34369602763385,34.715025906735754,57.685664939550946,0.6017964071856288,11.398963730569948,31.260794473229705,0.36464088397790057,0.36464088397790057,15.716753022452504,43.523316062176164,25.906735751295336,25.38860103626943,8.808290155440414,0.6268656716417911,0.6702127659574468,0.7424242424242424,0.35145631067961164,0.5214892233009709,0.5825242718446602,0.6106194690265486,4.490500863557858,2.936096718480138,0.05089820359281437,0.3454231433506045,0.011049723756906077
"Young, Johnson, Daniels, Risacher, Capela","ATL",26,282,0.024820663884568717,605,115.04132231404958,34.87603305785124,63.30578512396694,0.5509138381201044,11.074380165289256,29.421487603305785,0.37640449438202245,0.3785310734463277,12.066115702479339,47.27272727272727,22.479338842975206,27.272727272727273,5.950413223140496,0.6777251184834123,0.7409326424870466,0.8208955223880597,0.3172905525846702,0.5716582142857143,0.5552584670231729,0.5734323432343235,5.950413223140496,6.9421487603305785,0.10966057441253264,0.3305785123966942,0.011235955056179775
"Brown, Tatum, White, Horford, Holiday","BOS",24,268,16.97230934370964,547,125.04570383912248,21.02376599634369,39.122486288848265,0.5373831775700935,22.6691042047532,50.45703839122486,0.4492753623188406,0.4492753623188406,14.990859232175502,23.76599634369287,18.281535648994517,56.48994515539305,11.517367458866545,0.5652173913043478,0.5803571428571429,0.8306451612903226,0.563265306122449,0.5354485714285714,0.6142857142857143,0.6361940298507462,1.0968921389396709,4.021937842778794,0.102803738317757,0.18281535648994515,0.0036231884057971015
"Cunningham, Ivey, Duren, Harris, Hardaway Jr.","DET",21,261,-2.416863258088199,517,122.82398452611218,31.528046421663444,55.51257253384913,0.5679442508710801,15.28046421663443,35.5899419729207,0.42934782608695654,0.42934782608695654,13.926499032882012,34.04255319148936,29.013539651837526,40.61895551257253,5.222437137330754,0.5398773006134969,0.6111111111111112,0.8860759493670886,0.39065817409766457,0.5440187898089172,0.5976645435244161,0.6167315175097277,7.350096711798839,5.415860735009671,0.0975609756097561,0,0
"Simons, Ayton, Avdija, Camara, Grant","POR",20,251,-13.865174223739956,502,105.97609561752988,27.09163346613546,56.17529880478088,0.48226950354609927,11.952191235059761,37.84860557768924,0.3157894736842105,0.3157894736842105,15.936254980079681,29.083665338645417,25.099601593625497,26.89243027888446,8.96414342629482,0.5367647058823529,0.6033057851239669,0.75,0.4025423728813559,0.5540234110169492,0.4788135593220339,0.5146198830409356,5.9760956175298805,5.577689243027889,0.09929078014184398,0.5976095617529881,0.015789473684210527
"White, Williams, Giddey, Vučević, LaVine","CHI",22,250,-3.6417111753352174,541,111.27541589648798,28.09611829944547,49.90757855822551,0.562962962962963,14.048059149722736,39.186691312384475,0.3584905660377358,0.3584905660377358,12.939001848428836,31.79297597042514,24.399260628465804,37.707948243992604,4.436229205175601,0.5657894736842105,0.6099290780141844,0.8947368421052632,0.43983402489626555,0.5608505186721991,0.5518672199170125,0.5758157389635317,4.066543438077634,3.8817005545286505,0.07777777777777778,0,0
"Young, Okongwu, Daniels, Gueye, Risacher","ATL",25,248,6.642066420664207,542,118.81918819188192,31.180811808118083,56.82656826568266,0.5487012987012987,14.760147601476016,35.608856088560884,0.41450777202072536,0.41450777202072536,12.177121771217712,42.06642066420664,20.29520295202952,34.87084870848709,9.409594095940959,0.6745562130177515,0.7169811320754716,0.7875,0.3852295409181637,0.5800724948875255,0.5768463073852296,0.597196261682243,3.690036900369004,6.642066420664206,0.11688311688311688,0.18450184501845018,0.0051813471502590676
"Mitchell, Allen, Strus, Garland, Mobley","CLE",22,243,11.505234545307744,511,121.91780821917808,31.31115459882583,50.489236790606654,0.6201550387596899,14.285714285714286,40.11741682974559,0.35609756097560974,0.35609756097560974,16.438356164383563,38.35616438356164,24.26614481409002,32.28962818003914,10.567514677103718,0.6125,0.6490066225165563,0.7534246575342466,0.4427645788336933,0.5724502159827214,0.58207343412527,0.6100196463654224,3.522504892367906,4.6966731898238745,0.09302325581395349,0.19569471624266144,0.004878048780487805
"Jackson Jr., Morant, Bane, Edey, Wells","MEM",25,222,24.517224038219766,492,129.8780487804878,34.75609756097561,59.959349593495936,0.5796610169491525,13.414634146341463,33.94308943089431,0.39520958083832336,0.39520958083832336,20.121951219512194,30.08130081300813,39.43089430894309,32.31707317073171,7.926829268292683,0.4327485380116959,0.4805194805194805,0.803030303030303,0.36147186147186144,0.5548010822510823,0.5844155844155844,0.6279527559055118,6.9105691056910565,5.08130081300813,0.0847457627118644,0,0
"Murray, Jones, Murphy III, Missi, McCollum","NOP",13,221,-8.56736070633427,458,115.28384279475982,29.912663755458514,55.24017467248908,0.541501976284585,12.882096069868995,34.06113537117904,0.3782051282051282,0.38064516129032255,16.812227074235807,30.56768558951965,29.25764192139738,33.4061135371179,5.240174672489083,0.5109489051094891,0.546875,0.864406779661017,0.38141809290953543,0.5541670343137255,0.5513447432762836,0.5855555555555556,3.930131004366812,4.366812227074236,0.07905138339920949,0,0
"Sabonis, Murray, Ellis, DeRozan, LaVine","SAC",16,220,-0.38790005496132096,434,115.43778801843318,31.566820276497698,54.14746543778802,0.5829787234042553,13.36405529953917,35.714285714285715,0.3741935483870968,0.3741935483870968,12.211981566820276,32.25806451612903,30.87557603686636,33.87096774193548,6.221198156682028,0.5109489051094891,0.5384615384615384,0.8448275862068966,0.3974358974358974,0.5177545321637427,0.5743589743589743,0.6024096385542169,3.225806451612903,4.377880184331797,0.08085106382978724,0,0
"Carter Jr., Wagner, Banchero, Joseph, Caldwell-Pope","ORL",16,216,9.0982255134833,425,116.94117647058823,29.41176470588235,53.64705882352941,0.5482456140350878,13.882352941176471,37.1764705882353,0.37341772151898733,0.37341772151898733,16.470588235294116,27.764705882352942,31.058823529411764,36,5.647058823529412,0.472,0.5042735042735043,0.864406779661017,0.40932642487046633,0.5349408719346048,0.5531088082901554,0.5880952380952381,3.764705882352941,5.411764705882353,0.10087719298245613,0,0
"DiVincenzo, Edwards, McDaniels, Gobert, Randle","MIN",36,213,5.648960968109904,423,120.56737588652483,29.314420803782507,55.7919621749409,0.5254237288135594,15.36643026004728,36.643026004728135,0.41935483870967744,0.41935483870967744,15.839243498817966,32.15130023640662,26.47754137115839,35.46099290780142,10.638297872340425,0.5483870967741935,0.5964912280701754,0.7692307692307693,0.39641943734015345,0.561093094629156,0.5664961636828645,0.5904872389791184,4.7281323877068555,5.4373522458628845,0.09745762711864407,0.2364066193853428,0.0064516129032258064
"Moody, Podziemski, Curry, Butler III, Green","GSW",21,211,19.16456322692403,449,124.05345211581292,27.394209354120267,46.102449888641424,0.5942028985507246,16.035634743875278,40.75723830734967,0.39344262295081966,0.39344262295081966,21.15812917594655,38.30734966592428,16.481069042316257,44.097995545657014,4.008908685968819,0.6991869918699187,0.7610619469026548,0.9166666666666666,0.46923076923076923,0.5498507692307693,0.5923076923076923,0.6295454545454545,4.4543429844097995,5.122494432071269,0.1111111111111111,0.6681514476614699,0.01639344262295082
"Kuzma, Poole, Coulibaly, Sarr, Carrington","WAS",17,208,-33.93705634534366,454,89.20704845814979,20.484581497797357,44.27312775330397,0.4626865671641791,12.775330396475772,44.93392070484582,0.28431372549019607,0.28431372549019607,9.911894273127754,22.46696035242291,18.502202643171806,29.73568281938326,8.590308370044053,0.5483870967741935,0.5930232558139535,0.7758620689655172,0.5037037037037037,0.5515103703703704,0.4444444444444444,0.4611872146118721,3.0837004405286343,6.387665198237886,0.14427860696517414,0.22026431718061673,0.004901960784313725
"Prince, Kuzma, Lopez, Lillard, Antetokounmpo","MIL",14,205,3.8685256794292258,430,116.04651162790698,30.930232558139537,52.55813953488372,0.588495575221239,13.255813953488373,34.883720930232556,0.38,0.38,14.418604651162791,28.837209302325583,33.02325581395349,34.18604651162791,5.5813953488372094,0.46616541353383456,0.5040650406504065,0.8596491228070176,0.39893617021276595,0.5639114361702128,0.5811170212765957,0.6073170731707317,4.651162790697675,3.255813953488372,0.061946902654867256,0.23255813953488372,0.006666666666666667
"Sabonis, Monk, Murray, Ellis, DeRozan","SAC",38,201,19.362305901858875,397,125.94458438287154,33.75314861460957,59.193954659949625,0.5702127659574469,13.350125944584383,36.523929471032744,0.36551724137931035,0.36551724137931035,18.387909319899244,35.768261964735515,31.738035264483628,39.29471032745592,0.7556675062972292,0.5298507462686567,0.5772357723577236,0.9811320754716981,0.3815789473684211,0.5208536842105262,0.5618421052631579,0.5978260869565217,5.541561712846348,4.030226700251889,0.06808510638297872,0.5037783375314862,0.013793103448275862
