"Name","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OnOffRtg","OnDefRtg","FirstChancePoints","ThreePtOffReboundedPct","AtRimOffReboundedPct","ShortMidRangeOffReboundedPct","LongMidRangeOffReboundedPct","Blocks","Blocked2s","Blocked3s","BlockedAtRim","BlockedShortMidRange","BlockedLongMidRange","BlockedCorner3","BlockedArc3","RecoveredBlocks","BlocksRecoveredPct","Steals","LostBallSteals","BadPassSteals","DefensiveGoaltends"
"Kevin Durant","HOU",12,433,12.572924070592904,124.63605823068309,112.0631341600902,31.24300111982083,0.45454545454545453,0.4,0.24324324324324326,0.5,0.9019165727170236,0.9019165727170236,0,0.4509582863585118,0.3382187147688839,0.11273957158962795,0,0,0.4509582863585118,0.5,1.3528748590755355,4,8,0
"Austin Reaves","LAL",12,433,8.69762042100804,119.95589856670341,111.25827814569536,34.50937155457552,0.203125,0.5,0.21739130434782608,0.23076923076923078,0.11037527593818984,0.11037527593818984,0,0,0.11037527593818984,0,0,0,0.11037527593818984,1,1.7660044150110374,6,10,0
"Davion Mitchell","MIA",14,431,1.0471050293148636,117.48400852878464,116.43690349946978,14.285714285714286,0.15384615384615385,0.1,0.47058823529411764,0,0.10604453870625663,0.10604453870625663,0,0.10604453870625663,0,0,0,0,0.10604453870625663,1,2.014846235418876,6,13,0
"Karl-Anthony Towns","NYK",13,430,8.917146899906868,123.69878183831673,114.78163493840985,24.363233665559246,0.3,0.4418604651162791,0.2222222222222222,0.3333333333333333,1.343784994400896,1.343784994400896,0,0.5599104143337066,0.5599104143337066,0.22396416573348266,0,0,1.007838745800672,0.75,1.343784994400896,5,7,0
"P.J. Washington","DAL",14,430,-5.658713216933819,105.5005500550055,111.15926327193932,19.471947194719473,0.21951219512195122,0.375,0.3870967741935484,0.16666666666666666,1.6251354279523293,1.5167930660888407,0.10834236186348863,0.6500541711809318,0.7583965330444203,0.10834236186348863,0,0.10834236186348863,0.866738894907909,0.5333333333333333,1.408450704225352,4,9,0
"Jake LaRavia","LAL",15,428,1.007639159692431,115.99099099099098,114.98335183129856,14.63963963963964,0.28125,0.5,0.4166666666666667,0,0.4439511653718091,0.33296337402885684,0.11098779134295228,0.11098779134295228,0.22197558268590456,0,0,0.11098779134295228,0.22197558268590456,0.5,2.4417314095449503,8,14,0
"Isaiah Hartenstein","OKC",15,427,16.30485651271205,121.52619589977222,105.22133938706015,18.109339407744876,0.25,0.2727272727272727,0.3181818181818182,0,1.0215664018161181,1.0215664018161181,0,0.340522133938706,0.681044267877412,0,0,0,0.681044267877412,0.6666666666666666,2.383654937570942,6,15,0
"Amen Thompson","HOU",12,426,15.808328398811412,125.72759022118743,109.91926182237601,21.07101280558789,0.5,0.5,0.34285714285714286,0.625,0.6920415224913494,0.5767012687427913,0.11534025374855825,0.461361014994233,0,0.11534025374855825,0,0.11534025374855825,0.5767012687427913,0.8333333333333334,1.7301038062283738,4,11,0
"Dennis Schröder","SAC",14,426,-15.148729761456508,108.36120401337791,123.50993377483444,16.833890746934227,0.19047619047619047,0.1,0.38235294117647056,0.18181818181818182,0.33112582781456956,0.33112582781456956,0,0.11037527593818984,0.22075055187637968,0,0,0,0,0,1.6556291390728477,4,11,0
"Donte DiVincenzo","MIN",14,425,10.072056216602263,123.84180790960453,113.76975169300226,20.56497175141243,0.26865671641791045,0.6,0.1111111111111111,0,0.9029345372460497,0.9029345372460497,0,0.6772009029345373,0.22573363431151242,0,0,0,0.33860045146726864,0.375,1.580135440180587,2,12,0
"Draymond Green","GSW",15,425,10.9925935140122,116.89497716894978,105.90238365493757,12.442922374429223,0.2926829268292683,0.5333333333333333,0.42857142857142855,0.25,1.362088535754824,1.1350737797956867,0.22701475595913734,0.11350737797956867,1.0215664018161181,0,0.11350737797956867,0.11350737797956867,1.1350737797956867,0.8333333333333334,1.2485811577752555,1,10,0
