"Name","TeamAbbreviation","GamesPlayed","Minutes","Assists","AssistPoints","TwoPtAssists","ThreePtAssists","AtRimAssists","ShortMidRangeAssists","LongMidRangeAssists","Corner3Assists","Arc3Assists"
"Franz Wagner","ORL",15,538,5.075690115761353,12.377560106856635,2.8495102404274264,2.226179875333927,2.048085485307213,0.7123775601068566,0.08904719501335707,0.9795191451469278,1.2466607301869992
"Devin Booker","PHX",15,530,9.221128021486123,23.545210384959713,4.118173679498657,5.102954341987466,2.0590868397493285,1.7905102954341987,0.26857654431512984,1.521933751119069,3.5810205908683974
"Tyrese Maxey","PHI",13,525,9.337068160597573,22.595704948646127,5.415499533146592,3.9215686274509802,3.5480859010270773,1.1204481792717087,0.7469654528478058,0.7469654528478058,3.1746031746031744
"Cooper Flagg","DAL",15,505,4.404873477038426,11.059044048734771,2.1555763823805063,2.2492970946579196,1.499531396438613,0.6560449859418932,0,0.8434864104967198,1.4058106841611997
"Lauri Markkanen","UTA",14,502,2.7410207939508506,6.8998109640831755,1.3232514177693762,1.4177693761814745,0.6616257088846881,0.4725897920604915,0.1890359168241966,0.3780718336483932,1.0396975425330812
"Shai Gilgeous-Alexander","OKC",15,499,9.702209414024976,25.072046109510087,4.034582132564841,5.667627281460135,2.3054755043227666,1.536983669548511,0.19212295869356388,1.1527377521613833,4.514889529298751
"Trey Murphy III","NOP",14,498,4.267701260911736,10.184287099903006,2.6188166828322017,1.6488845780795345,1.9398642095053347,0.5819592628516004,0.09699321047526673,0.6789524733268671,0.9699321047526673
"Dyson Daniels","ATL",15,497,8.45341018251681,20.172910662824208,5.187319884726225,3.266090297790586,3.9385206532180597,1.0566762728146013,0.19212295869356388,1.1527377521613833,2.1133525456292026
"Desmond Bane","ORL",15,494,6.511175898931001,15.54907677356657,3.9844509232264333,2.5267249757045676,2.5267249757045676,1.1661807580174928,0.2915451895043732,0.6802721088435374,1.84645286686103
"Miles Bridges","CHA",14,493,5.303760848601736,12.92189006750241,2.9893924783027965,2.314368370298939,2.4108003857280615,0.4821600771456123,0.09643201542912247,0.7714561234329798,1.5429122468659595
"Derrick White","BOS",15,493,8.146639511201629,19.85743380855397,4.582484725050916,3.564154786150713,3.054989816700611,1.0183299389002036,0.5091649694501018,0.814663951120163,2.74949083503055
"VJ Edgecombe","PHI",13,485,5.633802816901408,13.782696177062375,3.118712273641851,2.515090543259557,2.112676056338028,0.8048289738430584,0.2012072434607646,0.704225352112676,1.8108651911468814
