"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Derrick White","BOS",15,493,982,24.338085539714868,4.378818737270875,10.183299389002036,0.43,4.0733197556008145,13.340122199592669,0.3053435114503817,0.3053435114503817,3.360488798370672,4.684317718940937,4.0733197556008145,7.942973523421589,4.276985743380855,0.5348837209302325,0.5609756097560976,0.65,0.5670995670995671,0.5183089130434783,0.4458874458874459,0.483739837398374,0.4073319755600815,1.120162932790224,0.11,0.20366598778004075,0.015267175572519083,23.19721980886186
"VJ Edgecombe","PHI",13,485,994,20.22132796780684,4.82897384305835,11.066398390342052,0.43636363636363634,2.7162977867203217,7.2434607645875255,0.375,0.375,2.414486921529175,4.627766599597585,5.030181086519114,7.847082494969819,0.30181086519114686,0.4791666666666667,0.48936170212765956,0.9629629629629629,0.3956043956043956,0.5324914835164835,0.48626373626373626,0.5101522842639594,0.2012072434607646,0.8048289738430584,0.07272727272727272,0.1006036217303823,0.013888888888888888,18.921232876712327
"Duncan Robinson","DET",15,482,1003,18.943170488534395,1.694915254237288,3.090727816550349,0.5483870967741935,4.586241276171486,10.967098703888334,0.41818181818181815,0.41818181818181815,1.7946161515453638,2.3928215353938187,0.9970089730807578,13.45962113659023,0.29910269192422734,0.7058823529411765,0.75,0.9782608695652174,0.7801418439716312,0.544513475177305,0.6099290780141844,0.6266666666666667,0.19940179461615154,0.3988035892323031,0.12903225806451613,0,0,13.632514817950888
"Payton Pritchard","BOS",15,482,973,25.79650565262076,5.0359712230215825,8.324768756423433,0.6049382716049383,4.110996916752312,12.435765673175744,0.3305785123966942,0.3305785123966942,3.3915724563206577,1.4388489208633093,8.633093525179856,10.483042137718396,1.8499486125385407,0.14285714285714285,0.14893617021276595,0.85,0.599009900990099,0.5076195544554456,0.5396039603960396,0.5684931506849316,0.41109969167523125,0.8221993833504625,0.09876543209876543,0.10277492291880781,0.008264462809917356,20.815264527320036
"Keyonte George","UTA",14,482,1007,31.976166832174776,7.149950347567031,13.704071499503476,0.5217391304347826,2.7805362462760677,9.533267130089374,0.2916666666666667,0.2916666666666667,9.334657398212512,6.355511420059583,7.944389275074479,5.958291956305859,2.3833167825223436,0.4444444444444444,0.4444444444444444,0.7142857142857143,0.41025641025641024,0.4873974358974359,0.48717948717948717,0.579136690647482,0,1.6881827209533267,0.12318840579710146,0.09930486593843098,0.010416666666666666,27.68313458262351
"Toumani Camara","POR",14,482,1020,16.274509803921568,3.1372549019607843,5.784313725490196,0.5423728813559322,2.843137254901961,9.313725490196079,0.30526315789473685,0.30526315789473685,1.4705882352941178,5.098039215686274,1.1764705882352942,7.0588235294117645,1.4705882352941178,0.8125,0.9629629629629629,0.8275862068965517,0.6168831168831169,0.5637461038961039,0.4902597402597403,0.5060975609756098,0.9803921568627451,1.1764705882352942,0.2033898305084746,0,0,16.234309623430963
"Jaylen Brown","BOS",15,481,966,42.7536231884058,13.043478260869565,23.18840579710145,0.5625,3.1055900621118013,8.902691511387163,0.3488372093023256,0.3488372093023256,7.349896480331263,9.523809523809524,16.563146997929607,5.279503105590062,4.037267080745342,0.36507936507936506,0.3709677419354839,0.5666666666666667,0.27741935483870966,0.5044237096774193,0.5516129032258065,0.5922190201729106,0.4140786749482402,1.2422360248447204,0.05357142857142857,0,0,35.18029903254178
"Evan Mobley","CLE",14,479,1004,26.294820717131476,6.872509960159363,13.247011952191235,0.518796992481203,2.3904382470119523,6.573705179282869,0.36363636363636365,0.36363636363636365,5.378486055776892,8.764940239043824,4.9800796812749,5.677290836653387,1.4940239043824701,0.6376811594202898,0.7213114754098361,0.7916666666666666,0.3316582914572864,0.559054292929293,0.5276381909547738,0.5546218487394958,1.593625498007968,0.6972111553784861,0.05263157894736842,0.099601593625498,0.015151515151515152,23.854796888504755
"DeMar DeRozan","SAC",14,476,1006,26.143141153081512,8.548707753479125,16.40159045725646,0.5212121212121212,1.2922465208747516,3.280318091451292,0.3939393939393939,0.3939393939393939,5.168986083499006,8.946322067594433,8.151093439363818,3.8767395626242545,0,0.5232558139534884,0.5421686746987951,1,0.16666666666666666,0.4687436868686869,0.5328282828282829,0.5886363636363636,0.5964214711729622,0.7952286282306164,0.048484848484848485,0,0,20.689655172413794
"Rui Hachimura","LAL",14,475,999,21.22122122122122,5.605605605605605,9.10910910910911,0.6153846153846154,2.6026026026026026,5.405405405405405,0.48148148148148145,0.48148148148148145,2.2022022022022023,8.408408408408409,2.8028028028028027,7.807807807807808,0,0.75,0.7924528301886793,1,0.3724137931034483,0.5393675862068965,0.6551724137931034,0.6666666666666666,0.6006006006006006,0.6006006006006006,0.06593406593406594,0,0,15.583259127337488
"Deni Avdija","POR",14,473,1004,35.55776892430279,7.968127490039841,14.342629482071713,0.5555555555555556,3.4860557768924303,9.362549800796813,0.3723404255319149,0.3723404255319149,9.163346613545817,6.772908366533865,9.163346613545817,9.262948207171315,1.1952191235059761,0.425,0.4533333333333333,0.8857142857142857,0.3949579831932773,0.560965756302521,0.5567226890756303,0.6263157894736842,0.9960159362549801,1.3944223107569722,0.09722222222222222,0,0,28.268251273344653
"James Harden","LAC",13,470,953,35.67681007345226,5.456453305351522,10.703043022035677,0.5098039215686274,4.931794333683106,13.116474291710388,0.376,0.376,9.968520461699896,0.8394543546694648,10.073452256033578,6.925498426023085,7.869884575026233,0.07692307692307693,0.07692307692307693,0.46808510638297873,0.5506607929515418,0.5085980088495575,0.539647577092511,0.6339622641509434,0,1.154249737670514,0.10784313725490197,0.3147953830010493,0.024,29.522024367385193
"Jimmy Butler III","GSW",15,469,969,31.062951496388028,7.946336429308565,14.241486068111454,0.5579710144927537,1.5479876160990713,3.4055727554179565,0.45454545454545453,0.45454545454545453,10.526315789473685,7.223942208462332,8.6687306501548,3.4055727554179565,1.238390092879257,0.45454545454545453,0.49295774647887325,0.7333333333333333,0.19298245614035087,0.5297438596491229,0.5818713450292398,0.6704035874439462,1.238390092879257,0.9287925696594427,0.06521739130434782,0,0,22.773186409550046
"Brandon Ingram","TOR",14,468,981,29.76554536187564,9.27624872579001,16.411824668705403,0.5652173913043478,1.7329255861365953,6.218144750254842,0.2786885245901639,0.2786885245901639,6.014271151885831,8.358817533129459,10.193679918450561,4.587155963302752,0.6116207951070336,0.45054945054945056,0.47674418604651164,0.8823529411764706,0.2747747747747748,0.5141414414414415,0.5247747747747747,0.5870445344129555,1.019367991845056,1.7329255861365953,0.10559006211180125,0.1019367991845056,0.01639344262295082,25.84167424931756
"Devin Vassell","SAS",14,465,967,19.648397104446744,3.5160289555325748,7.549120992761117,0.4657534246575342,3.5160289555325748,10.13443640124095,0.3469387755102041,0.3469387755102041,2.0682523267838677,4.963805584281283,2.0682523267838677,10.237849017580144,0.31023784901758017,0.7058823529411765,0.7058823529411765,0.9705882352941176,0.5730994152046783,0.5303991228070175,0.49707602339181284,0.5222222222222223,0,0.20682523267838676,0.0273972602739726,0,0,17.915904936014627
"Ryan Rollins","MIL",15,464,956,27.301255230125523,6.589958158995816,12.02928870292887,0.5478260869565217,3.8702928870292888,8.368200836820083,0.4625,0.4625,2.510460251046025,2.719665271966527,10.460251046025105,7.845188284518828,3.7656903765690375,0.20634920634920634,0.20967741935483872,0.6756756756756757,0.41025641025641024,0.568071282051282,0.6076923076923076,0.6256038647342995,0.20920502092050208,1.3598326359832635,0.11304347826086956,0.10460251046025104,0.0125,23.084200567644274
"Julius Randle","MIN",14,464,974,35.215605749486656,9.44558521560575,16.2217659137577,0.5822784810126582,2.6694045174537986,7.084188911704312,0.37681159420289856,0.37681159420289856,8.316221765913758,6.776180698151951,12.114989733059549,6.468172484599589,1.540041067761807,0.358695652173913,0.39759036144578314,0.8076923076923077,0.3039647577092511,0.5444548458149779,0.5770925110132159,0.6428571428571429,1.8480492813141685,1.0266940451745379,0.06329113924050633,0,0,27.28921124206709
"Andrew Wiggins","MIA",14,461,1005,23.28358208955224,6.766169154228856,12.139303482587065,0.5573770491803278,2.487562189054726,6.965174129353234,0.35714285714285715,0.35714285714285715,2.288557213930348,6.169154228855722,7.36318407960199,6.865671641791045,0.5970149253731343,0.45588235294117646,0.5081967213114754,0.92,0.3645833333333333,0.5480669270833333,0.5494791666666666,0.5652173913043478,1.3930348258706469,0.9950248756218906,0.08196721311475409,0,0,21.01513802315227
"Kon Knueppel","CHA",14,460,968,25.516528925619834,4.235537190082645,7.541322314049586,0.5616438356164384,4.648760330578512,11.570247933884298,0.4017857142857143,0.4017857142857143,3.0991735537190084,5.785123966942149,2.6859504132231407,13.016528925619834,0.9297520661157025,0.6829268292682927,0.7,0.9333333333333333,0.6054054054054054,0.5461204918032787,0.5864864864864865,0.6180904522613065,0.2066115702479339,0.8264462809917356,0.1095890410958904,0,0,21.024258760107816
"Mikal Bridges","NYK",13,456,948,22.151898734177216,4.957805907172996,8.649789029535865,0.573170731707317,3.3755274261603376,8.016877637130802,0.42105263157894735,0.42105263157894735,2.109704641350211,5.274261603375527,4.641350210970464,9.810126582278482,0.31645569620253167,0.5319148936170213,0.5555555555555556,0.96875,0.4810126582278481,0.5771917721518987,0.6012658227848101,0.625,0.4219409282700422,0.31645569620253167,0.036585365853658534,0,0,16.380090497737555
"Scottie Barnes","TOR",14,455,955,28.48167539267016,8.900523560209423,16.649214659685864,0.5345911949685535,2.1989528795811517,5.445026178010472,0.40384615384615385,0.40384615384615385,4.0837696335078535,10.261780104712042,7.539267015706806,5.654450261780105,0.9424083769633508,0.5764705882352941,0.6282051282051282,0.8571428571428571,0.24644549763033174,0.5473781990521327,0.5521327014218009,0.5887445887445888,1.4659685863874345,0.5235602094240838,0.031446540880503145,0,0,23.491773308957953
"Wendell Carter Jr.","ORL",15,454,946,20.19027484143763,4.651162790697675,7.822410147991543,0.5945945945945946,2.0084566596194504,4.545454545454546,0.4418604651162791,0.4418604651162791,4.862579281183932,6.765327695560254,2.536997885835095,6.025369978858351,0,0.7272727272727273,0.9142857142857143,1,0.36752136752136755,0.5647901709401709,0.6196581196581197,0.6678321678321678,1.9027484143763214,0.8456659619450317,0.10810810810810811,0,0,16.036866359447004
"Pascal Siakam","IND",13,454,952,34.03361344537815,9.243697478991596,18.907563025210084,0.4888888888888889,2.6260504201680672,7.2478991596638656,0.36231884057971014,0.36231884057971014,7.668067226890757,6.932773109243698,11.554621848739496,5.6722689075630255,2.2058823529411766,0.375,0.39285714285714285,0.72,0.27710843373493976,0.49264196787148595,0.5040160642570282,0.5454545454545454,0.8403361344537815,0.6302521008403361,0.03333333333333333,0,0,29.63963963963964
"Brandin Podziemski","GSW",16,452,938,19.616204690831555,4.051172707889126,7.995735607675906,0.5066666666666667,3.091684434968017,7.995735607675906,0.38666666666666666,0.38666666666666666,2.2388059701492535,5.330490405117271,2.771855010660981,7.67590618336887,1.5991471215351811,0.6578947368421053,0.6578947368421053,0.8275862068965517,0.5,0.5207776666666667,0.5433333333333333,0.5609756097560976,0,0.31982942430703626,0.04,0,0,17.44518589132507
"Myles Turner","MIL",15,449,938,19.722814498933904,2.878464818763326,6.3965884861407245,0.45,3.837953091684435,8.84861407249467,0.43373493975903615,0.43373493975903615,2.4520255863539444,3.624733475479744,2.1321961620469083,11.513859275053305,0,0.6296296296296297,0.7391304347826086,1,0.5804195804195804,0.5259153846153846,0.5664335664335665,0.5854430379746836,0.8528784648187633,0.6396588486140725,0.1,0.10660980810234541,0.012048192771084338,17.311411992263057
"Nikola Jokić","DEN",13,448,951,39.95793901156677,12.407991587802313,16.61409043112513,0.7468354430379747,2.5236593059936907,6.414300736067298,0.39344262295081966,0.39344262295081966,7.570977917981073,14.511041009463723,10.304942166140904,6.94006309148265,0.6309148264984227,0.5847457627118644,0.6699029126213593,0.9166666666666666,0.2785388127853881,0.5167557339449541,0.7031963470319634,0.7364341085271318,3.1545741324921135,0.5257623554153522,0.03164556962025317,0,0,27.38970588235294
"Max Christie","DAL",15,447,934,19.379014989293363,2.569593147751606,5.139186295503212,0.5,4.0685224839400425,8.886509635974305,0.4578313253012048,0.4578313253012048,2.0342612419700212,3.640256959314775,1.4989293361884368,12.205567451820128,0,0.7083333333333334,0.7083333333333334,1,0.6335877862595419,0.557643893129771,0.6183206106870229,0.6328671328671329,0,0.6423982869379015,0.125,0,0,15.128449096098954
"Royce O'Neale","PHX",15,444,930,18.27956989247312,1.1827956989247312,2.4731182795698925,0.4782608695652174,5.161290322580645,12.150537634408602,0.4247787610619469,0.4247787610619469,0.43010752688172044,1.2903225806451613,1.075268817204301,14.516129032258064,0.967741935483871,0.5454545454545454,0.6,0.9375,0.8308823529411765,0.5414100000000001,0.6102941176470589,0.6115107913669064,0.21505376344086022,0.21505376344086022,0.08695652173913043,0,0,15.103189493433396
"Onyeka Okongwu","ATL",15,444,932,25.858369098712448,6.223175965665236,10.193133047210301,0.6105263157894737,3.004291845493562,7.4034334763948495,0.4057971014492754,0.4057971014492754,4.399141630901288,10.515021459227468,1.9313304721030042,9.012875536480687,0,0.8448275862068966,0.9074074074074074,1,0.42073170731707316,0.5624539634146342,0.6097560975609756,0.6451612903225806,0.8583690987124464,0.9656652360515021,0.09473684210526316,0,0,20.36328871892925
"Donovan Mitchell","CLE",13,443,951,42.27129337539432,8.727655099894848,13.774973711882229,0.6335877862595419,5.467928496319663,14.09043112513144,0.3880597014925373,0.3880597014925373,8.412197686645635,3.5751840168243953,13.8801261829653,9.14826498422713,7.255520504731861,0.20481927710843373,0.2073170731707317,0.5576923076923077,0.5056603773584906,0.5338360377358491,0.6075471698113207,0.6540983606557377,0.2103049421661409,0.5257623554153522,0.03816793893129771,0.10515247108307045,0.007462686567164179,31.92272309107636
"RJ Barrett","TOR",14,442,923,28.927410617551462,8.234019501625136,13.867822318526544,0.59375,2.7085590465872156,8.017334777898158,0.33783783783783783,0.33783783783783783,4.333694474539545,9.100758396533044,7.367280606717227,7.8006500541711805,0.3250270855904659,0.5526315789473685,0.5915492957746479,0.96,0.36633663366336633,0.5789170792079208,0.5618811881188119,0.5933333333333334,1.0834236186348862,1.5167930660888407,0.109375,0.3250270855904659,0.04054054054054054,23.841698841698843
"Alperen Sengun","HOU",12,442,893,30.907054871220605,8.958566629339305,18.365061590145576,0.4878048780487805,1.9036954087346025,4.25531914893617,0.4473684210526316,0.4473684210526316,7.278835386338186,6.047032474804031,11.87010078387458,5.039193729003359,0.671892497200448,0.3375,0.375,0.8823529411764706,0.18811881188118812,0.5106160891089109,0.5222772277227723,0.5726141078838174,1.7917133258678613,1.7917133258678613,0.0975609756097561,0,0,26.63507109004739
"Ivica Zubac","LAC",14,441,885,25.310734463276837,10.96045197740113,17.627118644067796,0.6217948717948718,0,0,0,0,3.389830508474576,13.559322033898304,8.361581920903955,0,0,0.6185567010309279,0.7692307692307693,0,0,0.5418544871794873,0.6217948717948718,0.6473988439306358,4.293785310734464,1.3559322033898304,0.07692307692307693,0,0,20.240480961923847
"Cade Cunningham","DET",12,441,918,35.62091503267974,10.239651416122005,20.26143790849673,0.5053763440860215,2.396514161220044,8.714596949891067,0.275,0.275,7.952069716775599,5.228758169934641,15.250544662309368,2.287581699346405,4.901960784313726,0.2553191489361702,0.2553191489361702,0.3181818181818182,0.3007518796992481,0.5090776315789474,0.4774436090225564,0.5380794701986755,0,1.3071895424836601,0.06451612903225806,0.10893246187363835,0.0125,31.564501372369627
"Rudy Gobert","MIN",14,439,902,16.62971175166297,7.095343680709535,9.312638580931264,0.7619047619047619,0,0,0,0,2.4390243902439024,9.312638580931264,4.878048780487805,0,0,0.65625,0.9545454545454546,0,0,0.6537428571428572,0.7619047619047619,0.7211538461538461,4.434589800443459,0.4434589800443459,0.047619047619047616,0,0,12.427184466019417
"Immanuel Quickley","TOR",14,439,912,24.12280701754386,4.934210526315789,8.662280701754385,0.569620253164557,3.6184210526315788,9.649122807017545,0.375,0.375,3.3991228070175437,3.508771929824561,6.359649122807017,8.881578947368421,1.9736842105263157,0.35555555555555557,0.3902439024390244,0.8181818181818182,0.5269461077844312,0.5461092814371258,0.5658682634730539,0.5978260869565217,0.8771929824561403,1.3157894736842106,0.1518987341772152,0.10964912280701754,0.011363636363636364,20.45009784735812
"Jaden McDaniels","MIN",14,436,899,27.25250278086763,7.6751946607341495,13.570634037819799,0.5655737704918032,2.7808676307007785,5.339265850945495,0.5208333333333334,0.5208333333333334,3.5595105672969964,10.233592880978865,5.116796440489432,7.6751946607341495,0.6674082313681868,0.6666666666666666,0.71875,0.92,0.2823529411764706,0.5445023529411764,0.6264705882352941,0.6586021505376344,1.1123470522803114,1.3348164627363737,0.09836065573770492,0,0,21.17296222664016
"Jaren Jackson Jr.","MEM",15,435,903,29.678848283499445,7.751937984496124,14.839424141749722,0.5223880597014925,2.768549280177187,7.530454042081949,0.36764705882352944,0.36764705882352944,5.869324473975637,8.859357696566999,6.644518272425249,8.305647840531561,0,0.5714285714285714,0.5970149253731343,1,0.33663366336633666,0.5075960396039604,0.5321782178217822,0.5826086956521739,0.6644518272425249,1.2181616832779623,0.08208955223880597,0.11074197120708748,0.014705882352941176,25.387596899224807
"Jalen Johnson","ATL",13,434,934,30.620985010706637,9.957173447537473,15.845824411134904,0.6283783783783784,1.7130620985010707,4.496788008565311,0.38095238095238093,0.38095238095238093,5.56745182012848,11.777301927194861,8.137044967880085,4.817987152034261,0.32119914346895073,0.5913978494623656,0.632183908045977,0.9375,0.22105263157894736,0.5676865789473684,0.6157894736842106,0.6604651162790698,1.284796573875803,1.0706638115631693,0.06756756756756757,0,0,24.757281553398055
"Kevin Durant","HOU",12,433,893,34.82642777155655,9.29451287793953,16.90929451287794,0.5496688741721855,2.463605823068309,6.159014557670773,0.4,0.4,8.846584546472565,8.286674132138858,10.302351623740202,5.039193729003359,2.3516237402015676,0.4457831325301205,0.4457831325301205,0.6818181818181818,0.2669902912621359,0.4856097087378641,0.5631067961165048,0.6301652892561983,0,0.4479283314669653,0.026490066225165563,0,0,26.0543580131209
"Austin Reaves","LAL",12,433,907,37.15545755237045,7.82800441014333,12.458654906284455,0.6283185840707964,3.4178610804851157,10.474090407938258,0.3263157894736842,0.3263157894736842,11.245865490628445,5.2921719955898565,10.363836824696802,7.276736493936053,2.9768467475192946,0.3380281690140845,0.34782608695652173,0.7096774193548387,0.4567307692307692,0.5105836538461539,0.5649038461538461,0.6509803921568628,0.4410143329658214,0.5512679162072768,0.04424778761061947,0.33076074972436603,0.031578947368421054,29.048086359175663
"Davion Mitchell","MIA",14,431,938,15.778251599147122,4.477611940298507,7.782515991471215,0.5753424657534246,1.812366737739872,4.690831556503198,0.38636363636363635,0.38636363636363635,1.3859275053304905,2.771855010660981,6.183368869936034,4.797441364605544,0.6396588486140725,0.30952380952380953,0.30952380952380953,0.8823529411764706,0.37606837606837606,0.5314893162393163,0.5769230769230769,0.578125,0,0.42643923240938164,0.0547945205479452,0.10660980810234541,0.022727272727272728,14.685990338164252
"Karl-Anthony Towns","NYK",13,430,903,31.33997785160576,7.198228128460687,14.617940199335548,0.49242424242424243,2.768549280177187,8.416389811738648,0.32894736842105265,0.32894736842105265,8.637873754152825,7.530454042081949,6.866002214839424,7.973421926910299,0.33222591362126247,0.5230769230769231,0.6181818181818182,0.96,0.36538461538461536,0.578721875,0.49278846153846156,0.5785123966942148,2.2148394241417497,1.6611295681063123,0.11363636363636363,0.22148394241417496,0.02631578947368421,26.48752399232246
"P.J. Washington","DAL",14,430,909,23.102310231023104,6.380638063806381,12.211221122112212,0.5225225225225225,1.9801980198019802,6.49064906490649,0.3050847457627119,0.3050847457627119,4.400440044004401,7.48074807480748,5.2805280528052805,5.6105610561056105,0.33003300330033003,0.5862068965517241,0.6538461538461539,0.9444444444444444,0.34705882352941175,0.520985294117647,0.5,0.5412371134020618,1.3201320132013201,0.8800880088008801,0.07207207207207207,0,0,22.546161321671526
"Jake LaRavia","LAL",15,428,888,17.905405405405407,4.617117117117117,7.77027027027027,0.5942028985507246,1.9144144144144144,5.63063063063063,0.34,0.34,2.9279279279279278,6.306306306306307,2.9279279279279278,5.743243243243243,0,0.6829268292682927,0.7777777777777778,1,0.42016806722689076,0.5684860169491526,0.5588235294117647,0.5845588235294118,1.1261261261261262,0.45045045045045046,0.057971014492753624,0.11261261261261261,0.02,15.262636273538156
"Isaiah Hartenstein","OKC",15,427,878,22.095671981776764,9.681093394077449,13.553530751708427,0.7142857142857143,0,0.45558086560364464,0,0,2.733485193621868,15.034168564920273,4.328018223234624,0,0,0.7764705882352941,0.8918918918918919,0,0.032520325203252036,0.5991191056910569,0.6910569105691057,0.708029197080292,2.5056947608200457,0.683371298405467,0.05042016806722689,0,0,16.79920477137177
"Amen Thompson","HOU",12,426,859,24.09778812572759,8.614668218859139,16.41443538998836,0.524822695035461,0.6984866123399301,3.3760186263096625,0.20689655172413793,0.20689655172413793,4.772991850989523,9.31315483119907,7.916181606519208,2.0954598370197903,0,0.5405405405405406,0.5714285714285714,1,0.17058823529411765,0.5504276470588235,0.48823529411764705,0.5390625,0.9313154831199069,1.979045401629802,0.12056737588652482,0,0,21.303501945525294
"Dennis Schröder","SAC",14,426,897,19.175027870680044,4.793756967670011,10.925306577480491,0.4387755102040816,2.4526198439241917,7.1348940914158305,0.34375,0.34375,2.229654403567447,1.7837235228539576,7.803790412486065,4.682274247491639,2.6755852842809364,0.18604651162790697,0.18604651162790697,0.6363636363636364,0.3950617283950617,0.4989268518518518,0.4691358024691358,0.49710982658959535,0,1.2263099219620959,0.11224489795918367,0.11148272017837235,0.015625,19.880715705765407
"Donte DiVincenzo","MIN",14,425,885,22.259887005649716,2.2598870056497176,3.84180790960452,0.5882352941176471,4.632768361581921,12.203389830508474,0.37962962962962965,0.37962962962962965,3.84180790960452,3.1638418079096047,1.3559322033898304,13.559322033898304,0.3389830508474576,0.7,0.7777777777777778,0.975609756097561,0.7605633802816901,0.5561862676056337,0.573943661971831,0.6234177215189873,0.4519774011299435,0.11299435028248588,0.029411764705882353,0.11299435028248588,0.009259259259259259,17.74675972083749
