"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Kelly Oubre Jr.","PHI",12,418,2.0809248554913293,1.0404624277456647,1.0404624277456647,0.5,0.3468208092485549,0.23121387283236994,0.6936416184971098,0,0,0,0.23121387283236994,0
"Grayson Allen","PHX",13,417,2.662037037037037,1.6203703703703705,1.0416666666666667,0.6086956521739131,0.8101851851851852,0,0.8101851851851852,0.23148148148148148,0,0,0.23148148148148148,0
"Victor Wembanyama","SAS",12,416,5,2.558139534883721,2.441860465116279,0.5116279069767442,1.744186046511628,0.5813953488372093,0.813953488372093,0.3488372093023256,0.11627906976744186,0,0,0
"Stephon Castle","SAS",13,416,5.875576036866359,3.456221198156682,2.4193548387096775,0.5882352941176471,1.0368663594470047,0.6912442396313364,2.4193548387096775,0.8064516129032258,0.2304147465437788,0,0.1152073732718894,0
"Gary Trent Jr.","MIL",15,415,1.2746234067207416,0.6952491309385863,0.5793742757821553,0.5454545454545454,0.23174971031286212,0,0.46349942062572425,0.11587485515643106,0,0,0.11587485515643106,0
"Giannis Antetokounmpo","MIL",13,414,5.336426914153132,2.4361948955916475,2.9002320185614847,0.45652173913043476,1.0440835266821347,0.6960556844547564,1.3921113689095128,0.23201856148491878,0.3480278422273782,0,0,0.11600928074245939
"Zach LaVine","SAC",12,412,2.771362586605081,1.7321016166281755,1.0392609699769053,0.625,0.5773672055427251,0.23094688221709006,1.1547344110854503,0.3464203233256351,0.11547344110854503,0,0.23094688221709006,0
"Jamal Murray","DEN",12,412,3.2941176470588234,2,1.2941176470588236,0.6071428571428571,0.35294117647058826,0,1.6470588235294117,0.7058823529411765,0.23529411764705882,0,0,0
"Nic Claxton","BKN",14,412,2.406738868832732,1.0830324909747293,1.3237063778580025,0.45,0.601684717208183,0,0.4813477737665463,0.36101083032490977,0.12033694344163658,0,0,0.12033694344163658
"Nikola Vučević","CHI",13,409,2.5316455696202533,1.380897583429229,1.1507479861910241,0.5454545454545454,0.6904487917146145,0,0.6904487917146145,0.34522439585730724,0.11507479861910241,0,0,0
"Jarace Walker","IND",14,407,3.7209302325581395,2.558139534883721,1.1627906976744187,0.6875,1.5116279069767442,0.11627906976744186,1.0465116279069768,0.5813953488372093,0.3488372093023256,0,0.11627906976744186,0
"Quentin Grimes","PHI",13,406,4.513064133016627,2.6128266033254155,1.9002375296912113,0.5789473684210527,1.4251781472684086,0.7125890736342043,1.187648456057007,0.5938242280285035,0.35629453681710216,0,0,0
"Cason Wallace","OKC",14,406,2.0214030915576693,1.5457788347205708,0.4756242568370987,0.7647058823529411,0.356718192627824,0.11890606420927467,1.1890606420927468,0.23781212841854935,0,0,0,0
"Luka Dončić","LAL",11,405,5.344418052256532,4.394299287410926,0.9501187648456056,0.8222222222222222,1.0688836104513064,0.1187648456057007,3.32541567695962,0.2375296912114014,0.35629453681710216,0,0,0
"Anthony Black","ORL",15,402,3.785103785103785,2.686202686202686,1.098901098901099,0.7096774193548387,0.3663003663003663,0.1221001221001221,2.31990231990232,0.3663003663003663,0.2442002442002442,0,0.2442002442002442,0
"Nickeil Alexander-Walker","ATL",13,401,3.608847497089639,2.0954598370197903,1.5133876600698486,0.5806451612903226,0.46565774155995343,0.46565774155995343,1.6298020954598371,0.3492433061699651,0.23282887077997672,0,0.3492433061699651,0
"Stephen Curry","GSW",13,401,4.282407407407407,2.4305555555555554,1.8518518518518519,0.5675675675675675,1.6203703703703705,0.3472222222222222,0.8101851851851852,0.5787037037037037,0.11574074074074074,0,0.3472222222222222,0
"Jrue Holiday","POR",12,401,4.055619930475087,3.1286210892236386,0.9269988412514485,0.7714285714285715,0.9269988412514485,0.11587485515643106,2.20162224797219,0.34762456546929316,0,0,0.23174971031286212,0
"Shaedon Sharpe","POR",14,400,4.534883720930233,3.255813953488372,1.2790697674418605,0.717948717948718,1.9767441860465116,0.46511627906976744,1.2790697674418605,0.23255813953488372,0,0,0.11627906976744186,0
"Cedric Coward","MEM",15,399,2.331002331002331,1.7482517482517483,0.5827505827505828,0.75,1.1655011655011656,0,0.5827505827505828,0.2331002331002331,0,0,0,0
"Russell Westbrook","SAC",14,399,5.214368482039397,3.2444959443800694,1.969872537659328,0.6222222222222222,0.5793742757821553,0.23174971031286212,2.6651216685979144,1.0428736964078795,0.11587485515643106,0,0.11587485515643106,0
"Naji Marshall","DAL",15,394,1.7814726840855106,1.187648456057007,0.5938242280285035,0.6666666666666666,0.4750593824228028,0,0.7125890736342043,0.2375296912114014,0.1187648456057007,0,0,0
"Paolo Banchero","ORL",12,393,3.860072376357057,2.0506634499396865,1.8094089264173703,0.53125,1.3268998793727382,0.6031363088057901,0.7237635705669482,0.24125452352231605,0.24125452352231605,0,0.24125452352231605,0
"Santi Aldama","MEM",15,384,2.317073170731707,1.4634146341463414,0.8536585365853658,0.631578947368421,0.7317073170731707,0.12195121951219512,0.7317073170731707,0.24390243902439024,0,0,0,0
"CJ McCollum","WAS",13,384,2.2946859903381642,1.8115942028985508,0.4830917874396135,0.7894736842105263,0.4830917874396135,0,1.328502415458937,0.12077294685990338,0,0,0.12077294685990338,0
"Julian Champagnie","SAS",14,381,2.386934673366834,1.256281407035176,1.1306532663316582,0.5263157894736842,0.25125628140703515,0.25125628140703515,1.0050251256281406,0.25125628140703515,0,0,0.5025125628140703,0
"Jaylen Wells","MEM",15,380,1.518987341772152,1.139240506329114,0.379746835443038,0.75,0.5063291139240507,0,0.6329113924050633,0,0.12658227848101267,0,0.12658227848101267,0
"Terance Mann","BKN",14,380,1.556420233463035,1.0376134889753568,0.5188067444876784,0.6666666666666666,0.648508430609598,0.1297016861219196,0.38910505836575876,0.1297016861219196,0.1297016861219196,0,0.1297016861219196,0
"Josh Giddey","CHI",11,379,4.86284289276808,3.2418952618453867,1.6209476309226933,0.6666666666666666,0.7481296758104738,0.24937655860349128,2.493765586034913,0.6234413965087282,0.12468827930174564,0,0.24937655860349128,0
"Svi Mykhailiuk","UTA",14,378,1.2658227848101267,0.5063291139240507,0.759493670886076,0.4,0.25316455696202533,0,0.25316455696202533,0.5063291139240507,0.12658227848101267,0,0,0
"Matas Buzelis","CHI",13,378,3.082614056720099,2.096177558569667,0.9864364981504316,0.68,1.4796547472256474,0.4932182490752158,0.6165228113440198,0.12330456226880394,0.12330456226880394,0,0,0
"Alex Sarr","WAS",13,377,3.934010152284264,2.918781725888325,1.015228426395939,0.7419354838709677,1.649746192893401,0,1.2690355329949239,0.25380710659898476,0.25380710659898476,0,0,0
"Jalen Duren","DET",13,376,3.836317135549872,1.5345268542199488,2.3017902813299234,0.4,0.8951406649616368,0.2557544757033248,0.639386189258312,0.1278772378516624,0.2557544757033248,0,0,0.5115089514066496
"Sion James","CHA",14,374,1.8205461638491547,0.9102730819245773,0.9102730819245773,0.5,0.39011703511053314,0,0.5201560468140443,0.13003901170351106,0.39011703511053314,0,0,0
"Jalen Brunson","NYK",11,373,3.821656050955414,2.4203821656050954,1.4012738853503184,0.6333333333333333,0.89171974522293,0,1.5286624203821657,0.7643312101910829,0,0,0,0
"OG Anunoby","NYK",12,373,2.8241335044929397,1.925545571245186,0.8985879332477535,0.6818181818181818,0.5134788189987163,0.12836970474967907,1.4120667522464698,0.3851091142490372,0,0,0.12836970474967907,0
"Kyshawn George","WAS",12,371,4.918032786885246,3.0264817150063053,1.8915510718789408,0.6153846153846154,2.1437578814627996,0.25220680958385877,0.8827238335435057,0.6305170239596469,0.12610340479192939,0,0.12610340479192939,0
"Jeremiah Fears","NOP",14,369,4.74934036939314,2.9023746701846966,1.8469656992084433,0.6111111111111112,0.6596306068601583,0.5277044854881267,2.242744063324538,0.39577836411609496,0,0,0,0.13192612137203166
"Anfernee Simons","BOS",15,368,2.7247956403269753,1.9073569482288828,0.8174386920980926,0.7,1.2261580381471389,0.1362397820163488,0.6811989100817438,0.2724795640326976,0.1362397820163488,0,0,0
"Neemias Queta","BOS",15,367,1.7881705639614855,0.5502063273727648,1.2379642365887207,0.3076923076923077,0.4126547455295736,0,0.1375515818431912,0.1375515818431912,0,0,0,0.1375515818431912
"Collin Gillespie","PHX",15,365,3.0707610146862483,1.8691588785046729,1.2016021361815754,0.6086956521739131,0.9345794392523364,0.26702269692923897,0.9345794392523364,0.5340453938584779,0.26702269692923897,0,0,0
"Domantas Sabonis","SAC",11,365,3.6129032258064515,1.5483870967741935,2.064516129032258,0.42857142857142855,1.032258064516129,0.12903225806451613,0.5161290322580645,0.25806451612903225,0.12903225806451613,0,0,0
"Aaron Gordon","DEN",12,365,2.248677248677249,1.4550264550264551,0.7936507936507936,0.6470588235294118,0.26455026455026454,0.13227513227513227,1.1904761904761905,0.26455026455026454,0.13227513227513227,0,0,0
"Jabari Smith Jr.","HOU",11,363,1.4965986394557824,0.54421768707483,0.9523809523809523,0.36363636363636365,0.272108843537415,0.272108843537415,0.272108843537415,0,0.272108843537415,0,0.1360544217687075,0
"Kyle Kuzma","MIL",14,362,2.2309711286089238,1.5748031496062993,0.6561679790026247,0.7058823529411765,0.9186351706036745,0.13123359580052493,0.6561679790026247,0.13123359580052493,0.3937007874015748,0,0,0
"Jerami Grant","POR",13,362,2.7096774193548385,1.4193548387096775,1.2903225806451613,0.5238095238095238,0.7741935483870968,0.12903225806451613,0.6451612903225806,0.12903225806451613,0.3870967741935484,0,0,0
"Ryan Dunn","PHX",15,361,2.0408163265306123,1.08843537414966,0.9523809523809523,0.5333333333333333,0.1360544217687075,0.272108843537415,0.9523809523809523,0.1360544217687075,0.1360544217687075,0,0,0
"Jonathan Kuminga","GSW",13,360,4.685408299866131,2.4096385542168677,2.2757697456492636,0.5142857142857142,1.2048192771084338,0.535475234270415,1.2048192771084338,0.9370816599732262,0.6693440428380187,0,0,0
"Kris Dunn","LAC",14,360,2.7816411682892905,1.8080667593880388,0.9735744089012517,0.65,0.5563282336578581,0.13908205841446453,1.2517385257301807,0.27816411682892905,0.13908205841446453,0,0,0
"Jock Landale","MEM",15,360,2.380952380952381,0.9259259259259259,1.4550264550264551,0.3888888888888889,0.13227513227513227,0.26455026455026454,0.7936507936507936,0.26455026455026454,0,0,0,0
"Ronald Holland II","DET",15,358,3.5714285714285716,2.1164021164021163,1.4550264550264551,0.5925925925925926,1.4550264550264551,0.3968253968253968,0.6613756613756614,0.26455026455026454,0.26455026455026454,0,0.26455026455026454,0
"Saddiq Bey","NOP",13,358,1.2195121951219512,0.8130081300813008,0.4065040650406504,0.6666666666666666,0.13550135501355012,0,0.6775067750677507,0,0,0,0,0
"John Collins","LAC",14,355,3.818953323903819,2.263083451202263,1.5558698727015559,0.5925925925925926,1.272984441301273,0.14144271570014144,0.9900990099009901,0,0.2828854314002829,0,0.14144271570014144,0
"Ben Sheppard","IND",14,354,1.2032085561497325,0.8021390374331551,0.40106951871657753,0.6666666666666666,0.26737967914438504,0.13368983957219252,0.5347593582887701,0.26737967914438504,0,0,0,0
"Tristan da Silva","ORL",15,353,1.9471488178025034,1.2517385257301807,0.6954102920723226,0.6428571428571429,0.27816411682892905,0.13908205841446453,0.9735744089012517,0.13908205841446453,0,0,0.13908205841446453,0
"Donovan Clingan","POR",14,350,1.4804845222072678,0.6729475100942126,0.8075370121130552,0.45454545454545453,0.13458950201884254,0.13458950201884254,0.5383580080753702,0,0,0,0,0
"Javonte Green","DET",15,349,1.6304347826086956,1.358695652173913,0.2717391304347826,0.8333333333333334,0.1358695652173913,0,1.2228260869565217,0.1358695652173913,0,0,0.1358695652173913,0
"Bub Carrington","WAS",13,349,4.318488529014845,3.2388663967611335,1.0796221322537112,0.75,0.8097165991902834,0.1349527665317139,2.42914979757085,0.5398110661268556,0,0,0,0
"Noah Clowney","BKN",14,348,3,1.5714285714285714,1.4285714285714286,0.5238095238095238,0.7142857142857143,0,0.8571428571428571,0.14285714285714285,0.2857142857142857,0,0.42857142857142855,0
"Kentavious Caldwell-Pope","MEM",15,346,2.188782489740082,1.5047879616963065,0.6839945280437757,0.6875,0.8207934336525308,0.27359781121751026,0.6839945280437757,0.4103967168262654,0,0,0,0
"Ryan Kalkbrenner","CHA",13,346,3.009575923392613,0.6839945280437757,2.3255813953488373,0.22727272727272727,0.27359781121751026,0.27359781121751026,0.4103967168262654,0.13679890560875513,0,0,0.27359781121751026,0
"De'Andre Hunter","CLE",12,346,2.7210884353741496,1.6326530612244898,1.08843537414966,0.6,0.9523809523809523,0.6802721088435374,0.6802721088435374,0.272108843537415,0,0,0,0
"Ja Morant","MEM",12,345,6.024096385542169,4.149933065595716,1.8741633199464525,0.6888888888888889,1.2048192771084338,0.13386880856760375,2.9451137884872827,1.4725568942436413,0,0,0,0
"Norman Powell","MIA",11,345,3.145478374836173,1.5727391874180865,1.5727391874180865,0.5,1.0484927916120577,0.3931847968545216,0.5242463958060288,0.3931847968545216,0,0,0.2621231979030144,0
"Moses Moody","GSW",14,345,2.4759284731774414,1.6506189821182944,0.8253094910591472,0.6666666666666666,0.4126547455295736,0,1.2379642365887207,0.4126547455295736,0.1375515818431912,0,0,0
"Kevin Huerter","CHI",13,343,2.8225806451612905,2.0161290322580645,0.8064516129032258,0.7142857142857143,0.6720430107526881,0,1.3440860215053763,0.8064516129032258,0,0,0,0
"Jusuf Nurkić","UTA",14,342,5.525606469002695,3.0997304582210243,2.4258760107816713,0.5609756097560976,0.8086253369272237,0.2695417789757412,2.2911051212938007,0.5390835579514824,0,0,0,0
"Kel'el Ware","MIA",14,342,1.742627345844504,0.938337801608579,0.8042895442359249,0.5384615384615384,0.13404825737265416,0.13404825737265416,0.8042895442359249,0,0,0,0,0
"Collin Sexton","CHA",13,342,5.20393811533052,3.0942334739803092,2.109704641350211,0.5945945945945946,1.2658227848101267,0.2812939521800281,1.8284106891701828,0.8438818565400844,0,0,0.14064697609001406,0
