"Name","TeamAbbreviation","GamesPlayed","Minutes","Fouls","ShootingFouls","Loose Ball Fouls","Loose Ball Fouls Drawn","Offensive Fouls","Charge Fouls","Offensive Fouls Drawn","Charge Fouls Drawn","BlockingFouls","BlockingFoulsDrawn","Clear Path Fouls","Transition Take Fouls","Transition Take Fouls Drawn","Defensive 3 Seconds Violations","FoulsDrawn"
"Derrick White","BOS",15,493,1.3740458015267176,1.6276703967446593,0.2034587995930824,0.20366598778004075,0.10183299389002037,0,0.9155645981688708,0.2034587995930824,0,0,0,0,0,0,4.989816700610998
"VJ Edgecombe","PHI",13,485,2.1052631578947367,2.6973026973026974,0,0,0,0,0.0999000999000999,0,0,0,0,0,0,0,2.515090543259557
"Duncan Robinson","DET",15,482,1.998001998001998,2.4024024024024024,0.2002002002002002,0,0.09970089730807577,0,0.3003003003003003,0.2002002002002002,0,0,0,0,0,0,2.4925224327018944
"Payton Pritchard","BOS",15,482,1.491769547325103,1.3388259526261586,0.30895983522142123,0,0.10277492291880781,0,0.10298661174047374,0.10298661174047374,0,0,0,0,0,0.10298661174047374,3.28879753340185
"Keyonte George","UTA",14,482,1.592039800995025,0.6979062811565304,0.09970089730807577,0.29791459781529295,0.49652432969215493,0.09930486593843098,0.29910269192422734,0.09970089730807577,0,0,0,0,0,0.09970089730807577,7.149950347567031
"Toumani Camara","POR",14,482,2.1442495126705654,2.2286821705426356,0.1937984496124031,0.19607843137254902,0.09803921568627451,0,1.6472868217054264,0.5813953488372093,0,0,0,0,0,0,4.313725490196078
"Jaylen Brown","BOS",15,481,2.427685950413223,2.1649484536082473,0.6185567010309279,0.10351966873706005,0.7246376811594203,0.2070393374741201,0.10309278350515463,0.10309278350515463,0,0,0,0,0,0.10309278350515463,9.213250517598343
"Evan Mobley","CLE",14,479,1.6815034619188922,2.6522593320235757,0.19646365422396855,0.49800796812749004,0.099601593625498,0,0,0,0,0,0,0,0,0,5.9760956175298805
"DeMar DeRozan","SAC",14,476,1.3882002974714922,1.5825914935707222,0.29673590504451036,0.09940357852882704,0.09940357852882704,0.09940357852882704,0.39564787339268054,0.19782393669634027,0,0,0,0,0,0,5.069582504970179
"Rui Hachimura","LAL",14,475,1.3026052104208417,1.103309929789368,0.10030090270812438,0.1001001001001001,0.5005005005005005,0,0,0.10030090270812438,0,0,0,0,0,0,1.901901901901902
"Deni Avdija","POR",14,473,2.384500745156483,3.3696729435084243,0.09910802775024777,0.099601593625498,0,0.398406374501992,0.09910802775024777,0,0,0,0,0,0,0,7.768924302788845
"James Harden","LAC",13,470,1.2611665790856543,1.263157894736842,0.10526315789473684,0,0.3147953830010493,0,0.10526315789473684,0,0,0,0,0,0,0,7.76495278069255
"Jimmy Butler III","GSW",15,469,0.9264024704065877,1.0266940451745379,0.4106776180698152,0.30959752321981426,0.10319917440660474,0,0,0,0,0,0,0,0,0,8.04953560371517
"Brandon Ingram","TOR",14,468,1.6819571865443426,2.2426095820591234,0,0.2038735983690112,0.4077471967380224,0,0,0,0,0,0,0,0,0,4.892966360856269
"Devin Vassell","SAS",14,465,1.550387596899225,1.4462809917355373,0,0.10341261633919338,0.10341261633919338,0.20682523267838676,0.2066115702479339,0,0,0,0,0,0,0,2.378490175801448
"Ryan Rollins","MIL",15,464,2.344971339239187,2.4922118380062304,0,0.41841004184100417,0,0,0,0,0,0,0,0,0,0,3.7656903765690375
"Julius Randle","MIN",14,464,1.8916155419222904,1.629327902240326,0.20366598778004075,0.2053388090349076,0.1026694045174538,0.3080082135523614,0,0,0,0,0,0,0,0,6.365503080082136
"Andrew Wiggins","MIA",14,461,1.837140019860973,2.67591674925669,0.19821605550049554,0.19900497512437812,0.19900497512437812,0,0.19821605550049554,0,0,0,0,0,0,0,3.18407960199005
"Kon Knueppel","CHA",14,460,1.7598343685300206,1.6597510373443984,0.1037344398340249,0,0.2066115702479339,0,0,0,0,0,0,0,0,0,2.7892561983471076
"Mikal Bridges","NYK",13,456,1.3662637940094589,1.256544502617801,0.10471204188481675,0.31645569620253167,0,0,0.10471204188481675,0,0,0,0,0,0,0.10471204188481675,2.5316455696202533
"Scottie Barnes","TOR",14,455,2.4594453165881736,2.510460251046025,0.10460251046025104,0.31413612565445026,0.31413612565445026,0.10471204188481675,0.3138075313807531,0,0,0,0,0,0,0,4.50261780104712
"Wendell Carter Jr.","ORL",15,454,3.278688524590164,2.857142857142857,0.7407407407407407,0.6342494714587738,0.7399577167019028,0.10570824524312897,0.21164021164021163,0,0,0,0,0,0,0,5.179704016913319
"Pascal Siakam","IND",13,454,2.204724409448819,2.0986358866736623,0.3147953830010493,0.21008403361344538,0.5252100840336135,0.21008403361344538,0.3147953830010493,0,0,0,0,0,0,0,8.298319327731093
"Brandin Podziemski","GSW",16,452,1.9271948608137044,1.3978494623655915,0.43010752688172044,0.21321961620469082,0.21321961620469082,0.10660980810234541,0.3225806451612903,0.7526881720430108,0,0,0,0,0,0,3.7313432835820897
"Myles Turner","MIL",15,449,2.1299254526091587,2.765957446808511,0.425531914893617,0.5330490405117271,0.5330490405117271,0,0.10638297872340426,0,0,0,0,0,0,0.10638297872340426,3.1982942430703623
"Nikola Jokić","DEN",13,448,1.7923036373220875,1.4799154334038056,0.21141649048625794,0.7360672975814931,0.2103049421661409,0,0.10570824524312897,0,0,0,0,0,0,0.6342494714587738,8.096740273396424
"Max Christie","DAL",15,447,1.4384656366542354,1.696712619300106,0,0,0.32119914346895073,0,0.3181336161187699,0,0,0,0,0,0,0,2.569593147751606
"Royce O'Neale","PHX",15,444,2.045209903121636,1.831896551724138,0.3232758620689655,0.10752688172043011,0.3225806451612903,0,0.3232758620689655,0,0,0,0,0,0,0,1.075268817204301
"Onyeka Okongwu","ATL",15,444,2.947481243301179,3.2119914346895073,0.8565310492505354,0.5364806866952789,0.8583690987124464,0,0,0.10706638115631692,0,0,0,0,0,0.10706638115631692,4.506437768240343
"Donovan Mitchell","CLE",13,443,1.583949313621964,1.1664899257688228,0.4241781548250265,0.2103049421661409,0.31545741324921134,0,0.10604453870625663,0,0,0,0,0,0,0,7.04521556256572
"RJ Barrett","TOR",14,442,2.1528525296017222,2.4598930481283423,0.32085561497326204,0,0.10834236186348863,0,0,0.21390374331550802,0,0,0,0,0,0,4.7670639219935
"Alperen Sengun","HOU",12,442,2.1922428330522767,2.4830699774266365,0.22573363431151242,0.7838745800671892,0.4479283314669653,0.11198208286674133,0.33860045146726864,0.22573363431151242,0,0,0,0,0,0,8.174692049272117
"Ivica Zubac","LAC",14,441,2.0454545454545454,2.2857142857142856,0.22857142857142856,1.3559322033898304,0.6779661016949152,0,0.11428571428571428,0,0,0,0,0,0,0.11428571428571428,4.632768361581921
"Cade Cunningham","DET",12,441,2.457673402512288,2.8477546549835706,0.21905805038335158,0.2178649237472767,0.2178649237472767,0.10893246187363835,0.43811610076670315,0,0,0,0,0,0,0,7.734204793028322
"Rudy Gobert","MIN",14,439,2.202643171806167,1.75054704595186,1.0940919037199124,1.5521064301552105,0.5543237250554324,0,0,0,0,0,0,0,0,0,5.986696230598669
"Immanuel Quickley","TOR",14,439,1.6866158868335146,1.187904967602592,0.1079913606911447,0,0.21929824561403508,0,0.9719222462203023,0,0,0,0,0,0,0,4.276315789473684
"Jaden McDaniels","MIN",14,436,2.6607538802660753,2.6519337016574585,0.3314917127071823,0.22246941045606228,0.3337041156840934,0.11123470522803114,0.22099447513812154,0,0,0,0,0,0,0.11049723756906077,3.8932146829810903
"Jaren Jackson Jr.","MEM",15,435,3.427307904919845,2.980132450331126,0.9933774834437086,0.11074197120708748,1.3289036544850499,0.4429678848283499,0.33112582781456956,0.11037527593818984,0,0,0,0,0,0,6.533776301218162
"Jalen Johnson","ATL",13,434,1.4973262032085561,1.6025641025641026,0.32051282051282054,0.21413276231263384,0.32119914346895073,0.10706638115631692,0.21367521367521367,0.10683760683760683,0,0,0,0,0,0,4.925053533190578
"Kevin Durant","HOU",12,433,1.853932584269663,1.8038331454340473,0.4509582863585118,0.22396416573348266,0.335946248600224,0.11198208286674133,0,0,0,0,0,0,0,0,8.062709966405375
"Austin Reaves","LAL",12,433,1.654715940430226,1.6556291390728477,0.11037527593818984,0.4410143329658214,0.33076074972436603,0,0.6622516556291391,0.5518763796909493,0,0,0,0,0,0,8.820286659316428
"Davion Mitchell","MIA",14,431,2.2328548644338118,2.014846235418876,0.21208907741251326,0,0.10660980810234541,0,0.7423117709437964,0.21208907741251326,0,0,0,0,0,0,2.55863539445629
"Karl-Anthony Towns","NYK",13,430,2.728285077951002,2.3516237402015676,0.4479283314669653,0.11074197120708748,1.2181616832779623,0.6644518272425249,0.22396416573348266,0,0,0,0,0,0,0.11198208286674133,7.641196013289036
"P.J. Washington","DAL",14,430,1.7467248908296944,2.058504875406284,0.4333694474539545,0.22002200220022003,0.11001100110011001,0.11001100110011001,0.21668472372697725,0,0,0,0,0,0,0.10834236186348863,4.9504950495049505
"Jake LaRavia","LAL",15,428,2.068194522079374,2.108768035516093,0.22197558268590456,0.11261261261261261,0,0,0,0.11098779134295228,0,0,0,0,0,0,3.3783783783783785
"Isaiah Hartenstein","OKC",15,427,2.44457077885162,1.7026106696935301,1.1350737797956867,0.5694760820045558,0.9111617312072893,0.22779043280182232,0.11350737797956867,0.11350737797956867,0,0,0,0,0,0,4.555808656036446
"Amen Thompson","HOU",12,426,1.5643105446118193,1.3840830449826989,0.2306805074971165,0.46565774155995343,0.11641443538998836,0,0,0,0,0,0,0,0,0,4.540162980209546
"Dennis Schröder","SAC",14,426,1.4420410427066002,1.2141280353200883,0,0,0,0.2229654403567447,0.5518763796909493,0.22075055187637968,0,0,0,0,0,0,2.6755852842809364
"Donte DiVincenzo","MIN",14,425,1.8068887634105026,1.693002257336343,0.11286681715575621,0.11299435028248588,0.22598870056497175,0,0.5643340857787811,0,0,0,0,0,0,0,3.84180790960452
"Draymond Green","GSW",15,425,3.187250996015936,2.724177071509648,0.4540295119182747,0.3424657534246575,1.2557077625570776,0.1141552511415525,0.22701475595913734,0.22701475595913734,0,0,0,0,0,0.11350737797956867,2.625570776255708
"Deandre Ayton","LAL",14,425,2.480270574971815,3.146067415730337,0.2247191011235955,0.22624434389140272,0.6787330316742082,0,0,0,0,0,0,0,0,0,2.1493212669683257
"Jaime Jaquez Jr.","MIA",14,424,1.618996222342148,1.6198704103671706,0.1079913606911447,0.32362459546925565,0.32362459546925565,0,0,0,0,0,0,0,0,0,4.638619201725998
"Michael Porter Jr.","BKN",13,424,1.6222479721900347,1.1587485515643106,0.46349942062572425,0.46349942062572425,0.5793742757821553,0.11587485515643106,0,0,0,0,0,0,0,0,4.750869061413673
"Herbert Jones","NOP",14,423,2.7681660899653977,2.4249422632794455,0.3464203233256351,0,0,0,0.23094688221709006,0.11547344110854503,0,0,0,0,0,0,2.304147465437788
"AJ Green","MIL",15,422,2.7195467422096318,2.4858757062146895,0.11299435028248588,0.11363636363636363,0.22727272727272727,0,0.5649717514124294,0.3389830508474576,0,0,0,0,0,0,2.6136363636363638
"Ajay Mitchell","OKC",15,421,2.0454545454545454,1.7045454545454546,0.11363636363636363,0.22727272727272727,0.45454545454545453,0,0.7954545454545454,0,0,0,0,0,0,0,6.25
"Harrison Barnes","SAS",14,418,1.4637002341920375,1.286549707602339,0,0.23446658851113716,0.3516998827667057,0,0.3508771929824561,0.11695906432748537,0,0,0,0,0,0,2.4618991793669402
"Kelly Oubre Jr.","PHI",12,418,1.8380241240666284,1.36986301369863,0.3424657534246575,0.3468208092485549,0.23121387283236994,0.11560693641618497,1.0273972602739727,0,0,0,0,0,0,0,4.624277456647399
"Grayson Allen","PHX",13,417,1.7341040462427746,1.7321016166281755,0.23094688221709006,0.46296296296296297,0.23148148148148148,0.23148148148148148,0.4618937644341801,0,0,0,0,0,0,0,4.282407407407407
"Victor Wembanyama","SAS",12,416,2.561117578579744,1.9813519813519813,0.5827505827505828,0.813953488372093,0.6976744186046512,0.6976744186046512,0.34965034965034963,0.11655011655011654,0,0,0,0,0,0.2331002331002331,10.232558139534884
"Stephon Castle","SAS",13,416,2.704257767548907,1.9540229885057472,0.22988505747126436,0,0.1152073732718894,0.3456221198156682,1.0344827586206897,0,0,0,0,0,0,0,7.71889400921659
"Gary Trent Jr.","MIL",15,415,1.7867435158501441,1.9495412844036697,0.22935779816513763,0,0.34762456546929316,0,0.8027522935779816,0,0,0,0,0,0,0,1.969872537659328
"Giannis Antetokounmpo","MIL",13,414,1.916376306620209,1.2790697674418605,0.3488372093023256,0.46403712296983757,0.8120649651972158,0.3480278422273782,0,0,0,0,0,0,0,0,12.412993039443155
"Zach LaVine","SAC",12,412,1.663798049340218,1.596351197263398,0.11402508551881414,0,0,0.11547344110854503,0,0,0,0,0,0,0,0,3.810623556581986
"Jamal Murray","DEN",12,412,0.9994121105232217,1.2925969447708578,0,0,0.23529411764705882,0,0.5875440658049353,0,0,0,0,0,0,0,4.470588235294118
"Nic Claxton","BKN",14,412,2.2795440911817635,1.555023923444976,1.4354066985645932,1.203369434416366,0.4813477737665463,0,0.4784688995215311,0,0,0,0,0,0,0.11961722488038277,8.78459687123947
"Nikola Vučević","CHI",13,409,1.897642323174238,2.0689655172413794,0.22988505747126436,0.23014959723820483,0.5753739930955121,0.11507479861910241,0,0,0,0,0,0,0,0,2.991944764096663
"Jarace Walker","IND",14,407,1.676300578034682,2.1839080459770117,0.22988505747126436,0,0,0,0,0,0,0,0,0,0,0,3.604651162790698
"Quentin Grimes","PHI",13,406,1.8923713778829094,1.6489988221436984,0,0.1187648456057007,0.1187648456057007,0.1187648456057007,0.4711425206124853,0.11778563015312132,0,0,0,0,0,0,5.463182897862233
"Cason Wallace","OKC",14,406,2.080856123662307,1.9024970273483948,0.11890606420927467,0.11890606420927467,0,0,0,0,0,0,0,0,0,0,1.426872770511296
"Luka Dončić","LAL",11,405,1.7241379310344827,1.1904761904761905,0.47619047619047616,0.35629453681710216,0.2375296912114014,0,0.5952380952380952,0.47619047619047616,0,0,0,0,0,0,12.232779097387173
"Anthony Black","ORL",15,402,2.286401925391095,2.8469750889679717,0.2372479240806643,0.1221001221001221,0.1221001221001221,0,0.35587188612099646,0,0,0,0,0,0,0,4.395604395604396
"Nickeil Alexander-Walker","ATL",13,401,1.3961605584642234,1.0465116279069768,0.3488372093023256,0.11641443538998836,0.11641443538998836,0,1.3953488372093024,0.23255813953488372,0,0,0,0,0,0,6.868451688009313
"Stephen Curry","GSW",13,401,1.676300578034682,1.8475750577367205,0.11547344110854503,0.11574074074074074,0.3472222222222222,0,0.23094688221709006,0.11547344110854503,0,0,0,0,0,0,7.638888888888889
"Jrue Holiday","POR",12,401,1.391304347826087,1.0440835266821347,0.23201856148491878,0,0.11587485515643106,0,0.23201856148491878,0,0,0,0,0,0,0,2.433371958285052
"Shaedon Sharpe","POR",14,400,1.740139211136891,1.1574074074074074,0.23148148148148148,0.3488372093023256,0.23255813953488372,0.23255813953488372,0.23148148148148148,0,0,0,0,0,0,0,7.441860465116279
"Cedric Coward","MEM",15,399,1.627906976744186,1.3921113689095128,0.46403712296983757,0.11655011655011654,0.2331002331002331,0,0.3480278422273782,0,0,0,0,0,0,0,3.7296037296037294
"Russell Westbrook","SAC",14,399,1.7411491584445735,1.3953488372093024,0.11627906976744186,0.11587485515643106,0.23174971031286212,0.11587485515643106,0.23255813953488372,0,0,0,0,0,0,0,3.939745075318656
"Naji Marshall","DAL",15,394,1.8246027074749853,1.750291715285881,0.23337222870478413,0,0.2375296912114014,0,0,0,0,0,0,0,0,0,4.038004750593824
"Paolo Banchero","ORL",12,393,1.7438364401683704,1.9184652278177459,0.3597122302158273,0,0.24125452352231605,0.12062726176115803,0.11990407673860912,0,0,0,0,0,0,0,9.047044632086852
"Santi Aldama","MEM",15,384,1.3414634146341464,1.5853658536585367,0.12195121951219512,0.24390243902439024,0.24390243902439024,0.12195121951219512,0.12195121951219512,0.12195121951219512,0,0,0,0,0,0,3.5365853658536586
"CJ McCollum","WAS",13,384,1.8159806295399517,1.4563106796116505,0.12135922330097088,0.12077294685990338,0.24154589371980675,0,0,0,0,0,0,0,0,0,3.3816425120772946
"Julian Champagnie","SAS",14,381,1.005656819610308,1.0062893081761006,0.12578616352201258,0.12562814070351758,0,0,0,0,0,0,0,0,0,0,1.8844221105527639
"Jaylen Wells","MEM",15,380,1.8856065367693275,1.8726591760299625,0.12484394506866417,0.12658227848101267,0,0,0.9987515605493134,0,0,0,0,0,0,0,3.5443037974683542
"Terance Mann","BKN",14,380,2.9182879377431905,2.853437094682231,0.38910505836575876,0.2594033722438392,0,0,0.38910505836575876,0.2594033722438392,0,0,0,0,0,0.2594033722438392,3.2425421530479897
"Josh Giddey","CHI",11,379,1.3673088875077688,1.858736059479554,0.12391573729863693,0,0.12468827930174564,0.12468827930174564,0.12391573729863693,0.12391573729863693,0,0,0,0,0,0.12391573729863693,5.7356608478802995
"Svi Mykhailiuk","UTA",14,378,1.266624445851805,1.394169835234474,0,0,0.12658227848101267,0,0.1267427122940431,0.1267427122940431,0,0,0,0,0,0,1.0126582278481013
"Matas Buzelis","CHI",13,378,2.6396562308164517,3.545232273838631,0.6112469437652812,0,0,0.12330456226880394,0,0.12224938875305623,0,0,0.12224938875305623,0,0,0,3.945745992601726
"Alex Sarr","WAS",13,377,1.7023959646910467,2.506265664160401,0,0.5076142131979695,0.38071065989847713,0.12690355329949238,0.12531328320802004,0,0,0,0,0,0,0.2506265664160401,4.949238578680203
"Jalen Duren","DET",13,376,2.816901408450704,3.076923076923077,1.1538461538461537,1.278772378516624,0.8951406649616368,0,0,0,0,0,0,0,0,0,8.823529411764707
"Sion James","CHA",14,374,1.4762516046213094,1.1406844106463878,0.1267427122940431,0,0.26007802340702213,0,0.5069708491761724,0.1267427122940431,0,0,0,0,0,0,2.600780234070221
"Jalen Brunson","NYK",11,373,1.9157088122605364,1.5364916773367479,0.38412291933418696,0.12738853503184713,0.3821656050955414,0,0.7682458386683739,0.7682458386683739,0,0,0,0,0,0,8.789808917197453
"OG Anunoby","NYK",12,373,1.7994858611825193,1.9305019305019304,0.2574002574002574,0.12836970474967907,0.12836970474967907,0.12836970474967907,0.2574002574002574,0.3861003861003861,0,0,0,0,0,0,3.337612323491656
"Kyshawn George","WAS",12,371,3.587161736941473,3.391959798994975,0.5025125628140703,0.25220680958385877,0.5044136191677175,0.12610340479192939,0.12562814070351758,0.3768844221105528,0,0,0,0,0,0,4.918032786885246
"Jeremiah Fears","NOP",14,369,2.05706702057067,1.2016021361815754,0.26702269692923897,0,0.39577836411609496,0.2638522427440633,0.13351134846461948,0.13351134846461948,0,0,0,0,0,0,5.408970976253298
"Anfernee Simons","BOS",15,368,2.1843003412969284,2.5991792065663475,0.27359781121751026,0,0.2724795640326976,0,0,0,0,0,0,0,0,0,2.4523160762942777
"Neemias Queta","BOS",15,367,3.3126293995859215,4.570637119113574,0.4155124653739612,1.1004126547455295,0.8253094910591472,0.1375515818431912,0,0,0,0,0,0,0,0,5.226960110041265
"Collin Gillespie","PHX",15,365,1.4056224899598393,1.610738255033557,0,0.40053404539385845,0.13351134846461948,0,0.5369127516778524,0.2684563758389262,0,0,0,0,0,0,3.7383177570093458
"Domantas Sabonis","SAC",11,365,2.8241335044929397,2.426564495530013,0.7662835249042146,0.9032258064516129,1.1612903225806452,0.12903225806451613,0,0,0,0,0,0,0,0,5.161290322580645
"Aaron Gordon","DEN",12,365,1.6545334215751157,1.5894039735099337,0.13245033112582782,0.3968253968253968,0,0.26455026455026454,0,0,0,0,0,0,0,0,5.555555555555555
"Jabari Smith Jr.","HOU",11,363,2.031144211238998,2.6954177897574123,0.5390835579514824,0.272108843537415,0.272108843537415,0,0.2695417789757412,0,0,0,0,0,0,0,2.5850340136054424
"Kyle Kuzma","MIL",14,362,2.4246395806028835,3.0104712041884816,0.39267015706806285,0,0,0,0.13089005235602094,0,0,0,0,0,0,0,3.937007874015748
"Jerami Grant","POR",13,362,2.8223220012828736,2.295918367346939,0.12755102040816327,0.25806451612903225,0.3870967741935484,0.25806451612903225,0,0,0,0,0,0,0,0,6.32258064516129
"Ryan Dunn","PHX",15,361,2.5658338960162053,2.1447721179624666,0.2680965147453083,0.1360544217687075,0.1360544217687075,0.1360544217687075,0.40214477211796246,0,0,0,0,0,0,0,1.4965986394557824
"Jonathan Kuminga","GSW",13,360,1.6589250165892502,1.4473684210526316,0.39473684210526316,0.2677376171352075,0.13386880856760375,0,0.13157894736842105,0,0,0,0,0,0,0,4.551539491298527
"Kris Dunn","LAC",14,360,2.627939142461964,2.8885832187070153,0.4126547455295736,0.13908205841446453,0.13908205841446453,0,0,0,0,0,0,0,0,0,1.8080667593880388
"Jock Landale","MEM",15,360,2.9781601588352085,3.576158940397351,0.3973509933774834,0.7936507936507936,0.5291005291005291,0.13227513227513227,0.13245033112582782,0.13245033112582782,0,0,0,0,0,0,3.9682539682539684
"Ronald Holland II","DET",15,358,2.8382838283828384,2.3715415019762847,0.3952569169960474,0.3968253968253968,0.13227513227513227,0,0.7905138339920948,0.13175230566534915,0,0,0,0,0,0,3.439153439153439
"Saddiq Bey","NOP",13,358,0.8748317631224765,1.0695187165775402,0,0.27100271002710025,0,0.27100271002710025,0.26737967914438504,0,0,0,0,0,0,0,2.5745257452574526
"John Collins","LAC",14,355,2.1141649048625792,2.247191011235955,0.1404494382022472,0.5657708628005658,0.4243281471004243,0,0,0,0,0,0,0,0,0,4.101838755304102
"Ben Sheppard","IND",14,354,2.347417840375587,3.2301480484522207,0,0.13368983957219252,0,0,0.2691790040376851,0,0,0,0,0,0,0.13458950201884254,1.8716577540106951
"Tristan da Silva","ORL",15,353,0.8327550312283136,0.6925207756232687,0.13850415512465375,0.27816411682892905,0,0.13908205841446453,0,0,0,0,0,0,0,0,1.8080667593880388
"Donovan Clingan","POR",14,350,2.479892761394102,3.6048064085447264,0.8010680907877169,0.9421265141318977,0.4037685060565276,0,0,0,0,0,0,0,0,0.26702269692923897,3.095558546433378
"Javonte Green","DET",15,349,1.6096579476861168,1.7218543046357615,0.26490066225165565,0.4076086956521739,0,0,0.3973509933774834,0,0,0,0,0,0,0,3.6684782608695654
"Bub Carrington","WAS",13,349,2.2222222222222223,1.881720430107527,0,0.1349527665317139,0.1349527665317139,0,0.13440860215053763,0,0,0,0,0,0,0.13440860215053763,2.294197031039136
"Noah Clowney","BKN",14,348,2.1291696238466997,1.8335684062059239,0.14104372355430184,0.14285714285714285,0.2857142857142857,0.2857142857142857,0,0.14104372355430184,0,0,0,0,0,0,5.142857142857143
"Kentavious Caldwell-Pope","MEM",15,346,1.2933968686181077,1.6260162601626016,0.13550135501355012,0.5471956224350205,0,0,0.948509485094851,0,0,0,0,0,0,0,3.9671682626538987
"Ryan Kalkbrenner","CHA",13,346,1.9297036526533424,1.8055555555555556,0.1388888888888889,0.27359781121751026,1.3679890560875514,0.13679890560875513,0,0,0,0,0,0,0,0.1388888888888889,2.462380300957592
"De'Andre Hunter","CLE",12,346,2.0974289580514207,1.749663526244953,0.4037685060565276,0.6802721088435374,0.1360544217687075,0,0.4037685060565276,0,0,0,0,0,0,0,7.074829931972789
"Ja Morant","MEM",12,345,1.74146014735432,1.742627345844504,0.13404825737265416,0,0,0,0.5361930294906166,0,0,0,0,0,0,0,6.291834002677376
"Norman Powell","MIA",11,345,1.7015706806282722,1.0457516339869282,0.39215686274509803,0,0.1310615989515072,0.2621231979030144,0.13071895424836602,0,0,0,0,0,0,0,6.553079947575361
"Moses Moody","GSW",14,345,1.7869415807560138,1.9230769230769231,0.13736263736263737,0,0.2751031636863824,0,0,0.27472527472527475,0,0,0,0,0,0,3.0261348005502064
"Kevin Huerter","CHI",13,343,2.1592442645074224,2.4390243902439024,0,0.13440860215053763,0,0,0,0,0,0,0,0,0,0,3.4946236559139785
"Jusuf Nurkić","UTA",14,342,2.7027027027027026,1.897018970189702,0.5420054200542005,1.752021563342318,1.482479784366577,0.1347708894878706,0.27100271002710025,0,0,0,0,0,0,0.4065040650406504,4.8517520215633425
"Kel'el Ware","MIA",14,342,1.9307589880159788,2.513227513227513,0.26455026455026454,1.0723860589812333,0.40214477211796246,0.2680965147453083,0.13227513227513227,0,0,0,0,0,0,0,2.9490616621983916
"Collin Sexton","CHA",13,342,2.0935101186322402,1.2465373961218837,0,0.5625879043600562,0.14064697609001406,0.14064697609001406,0.6925207756232687,0,0,0,0,0,0,0,8.29817158931083
"Naz Reid","MIN",14,338,2.77975766215253,2.7298850574712645,0.43103448275862066,0,0.7072135785007072,0,0.28735632183908044,0.43103448275862066,0,0,0,0,0,0,3.1117397454031117
"Marcus Smart","LAL",12,338,2.524544179523142,2.244039270687237,0.2805049088359046,0.42075736325385693,0.2805049088359046,0,0.9817671809256662,0.42075736325385693,0,0,0,0,0,0,4.908835904628331
"Jarrett Allen","CLE",13,335,1.2379642365887207,1.5151515151515151,0.27548209366391185,0.5494505494505495,0.41208791208791207,0,0.5509641873278237,0,0,0,0,0,0,0.13774104683195593,8.104395604395604
"Aaron Nesmith","IND",11,335,1.9313304721030042,1.9914651493598863,0.2844950213371266,0.28776978417266186,0.28776978417266186,0,1.5647226173541964,0,0,0,0,0,0,0,5.467625899280575
"Keldon Johnson","SAS",14,331,1.9033674963396778,1.4598540145985401,0.8759124087591241,0.7342143906020558,0,0.14684287812041116,0.291970802919708,0,0,0,0,0,0,0.145985401459854,2.9368575624082234
