"Name","TeamAbbreviation","GamesPlayed","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","DefTwoPtRebounds","DefTwoPtReboundPct","DefThreePtRebounds","DefThreePtReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","OffTwoPtRebounds","OffTwoPtReboundPct","OffThreePtRebounds","OffThreePtReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct","SelfOReb","SelfORebPct"
"Rui Hachimura","LAL",14,475,2.655310621242485,4.212637913741224,0.10030090270812438,0.041666666666666664,1.60481444332999,0.07920792079207921,2.507522567703109,0.10416666666666667,0.09276018099547512,1.1011011011011012,0.1001001001001001,0.037037037037037035,0.9009009009009009,0.047619047619047616,0.1001001001001001,0.004761904761904762,0.02506265664160401,0.07042253521126761,0.09090909090909091,0.0625,0.09302325581395349,0.1323529411764706,0.10344827586206896,0.021739130434782608,0.02564102564102564,0.006097560975609756,0,4,0.07142857142857142
"Deni Avdija","POR",14,473,4.470938897168406,7.135777998017839,1.1892963330029733,0.5714285714285714,3.270564915758176,0.14163090128755365,2.67591674925669,0.13636363636363635,0.13921113689095127,1.792828685258964,0,0,0.796812749003984,0.03864734299516908,0.9960159362549801,0.037037037037037035,0.03773584905660377,0.13541666666666666,0.14606741573033707,0.14583333333333334,0.10218978102189781,0.21311475409836064,0.05154639175257732,0.02631578947368421,0.029411764705882353,0.04608294930875576,0,6,0.05504587155963303
"James Harden","LAC",13,470,4.308985811875985,7.7894736842105265,0.7368421052631579,0.2413793103448276,3.789473684210526,0.16,3.263157894736842,0.14418604651162792,0.15227272727272728,0.8394543546694648,0,0,0.3147953830010493,0.016042780748663103,0.5246589716684156,0.022222222222222223,0.019417475728155338,0.11842105263157894,0.16071428571428573,0.24324324324324326,0.12777777777777777,0.22857142857142856,0,0.018518518518518517,0.043478260869565216,0.023121387283236993,0.019230769230769232,3,0.02727272727272727
"Jimmy Butler III","GSW",15,469,4.220277920741122,5.13347022587269,0.3080082135523614,0.16666666666666666,2.566735112936345,0.1141552511415525,2.2587268993839835,0.09166666666666666,0.10239651416122005,3.3023735810113517,0,0,2.3735810113519094,0.11794871794871795,0.9287925696594427,0.036885245901639344,0.07289293849658314,0.1388888888888889,0.10810810810810811,0.08333333333333333,0.08695652173913043,0.10714285714285714,0.11940298507462686,0.13253012048192772,0.08888888888888889,0.03260869565217391,0.05,9,0.1323529411764706
"Brandon Ingram","TOR",14,468,4.281345565749236,7.543323139653415,0.4077471967380224,0.12903225806451613,2.4464831804281344,0.1188118811881188,4.689092762487258,0.19913419913419914,0.16166281755196305,1.019367991845056,0,0,0.6116207951070336,0.02643171806167401,0.4077471967380224,0.020942408376963352,0.023923444976076555,0.07526881720430108,0.1232876712328767,0.2222222222222222,0.17751479289940827,0.25806451612903225,0.06578947368421052,0,0.027777777777777776,0.020134228187919462,0.023809523809523808,1,0.010416666666666666
"Devin Vassell","SAS",14,465,2.4806201550387597,4.4421487603305785,0.2066115702479339,0.1111111111111111,1.756198347107438,0.06614785992217899,2.479338842975207,0.11320754716981132,0.08742004264392324,0.5170630816959669,0,0,0,0,0.5170630816959669,0.022321428571428572,0.012376237623762377,0.050505050505050504,0.08653846153846154,0.05555555555555555,0.10126582278481013,0.14814814814814814,0,0,0,0.03205128205128205,0,0,0
"Ryan Rollins","MIL",15,464,2.918186555497655,4.672897196261682,0,0,2.1806853582554515,0.0945945945945946,2.4922118380062304,0.10762331838565023,0.10112359550561797,1.1506276150627615,0.10460251046025104,0.029411764705882353,0.5230125523012552,0.02336448598130841,0.5230125523012552,0.02403846153846154,0.023696682464454975,0.1282051282051282,0.0847457627118644,0.038461538461538464,0.12209302325581395,0.058823529411764705,0.04597701149425287,0.014285714285714285,0,0.023809523809523808,0.025,1,0.0125
"Julius Randle","MIN",14,464,5.214723926380368,8.35030549898167,1.3238289205702647,0.5,3.258655804480652,0.13168724279835392,3.7678207739307537,0.16444444444444445,0.14743589743589744,2.0533880903490758,0.3080082135523614,0.1111111111111111,1.1293634496919918,0.055,0.6160164271047228,0.0297029702970297,0.04228855721393035,0.1553398058252427,0.0891089108910891,0.1794871794871795,0.17058823529411765,0.14545454545454545,0.05405405405405406,0.06,0.038461538461538464,0.03164556962025317,0.022727272727272728,4,0.04081632653061224
"Andrew Wiggins","MIA",14,461,3.3763654419066533,4.658077304261645,0.19821605550049554,0.08695652173913043,1.9821605550049555,0.08968609865470852,2.4777006937561943,0.08896797153024912,0.08928571428571429,2.08955223880597,0,0,1.1940298507462686,0.04780876494023904,0.8955223880597015,0.0430622009569378,0.04565217391304348,0.13157894736842105,0.05982905982905983,0.1,0.0861244019138756,0.09722222222222222,0.04597701149425287,0.05755395683453238,0,0.04081632653061224,0.04838709677419355,3,0.033707865168539325
"Kon Knueppel","CHA",14,460,4.3478260869565215,7.365145228215767,0.6224066390041494,0.23076923076923078,3.6307053941908713,0.14767932489451477,3.112033195020747,0.15544041450777202,0.1511627906976744,1.3429752066115703,0,0,0.7231404958677686,0.034653465346534656,0.6198347107438017,0.024390243902439025,0.029017857142857144,0.15217391304347827,0.13274336283185842,0.1875,0.13664596273291926,0.25,0.024390243902439025,0.050505050505050504,0,0.02717391304347826,0.016129032258064516,1,0.011235955056179775
"Mikal Bridges","NYK",13,456,2.9952706253284287,4.293193717277487,0.2094240837696335,0.09523809523809523,1.8848167539267016,0.08450704225352113,2.1989528795811517,0.09210526315789473,0.08843537414965986,1.6877637130801688,0,0,0.5274261603375527,0.022727272727272728,1.160337552742616,0.043824701195219126,0.03397027600849257,0.08247422680412371,0.04054054054054054,0.16666666666666666,0.0782122905027933,0.14285714285714285,0.018518518518518517,0.03333333333333333,0,0.04838709677419355,0.03076923076923077,2,0.02666666666666667
"Scottie Barnes","TOR",14,455,5.65149136577708,8.472803347280335,1.2552301255230125,0.3870967741935484,3.4518828451882846,0.15714285714285714,3.7656903765690375,0.15319148936170213,0.1550561797752809,2.8272251308900525,0.2094240837696335,0.06451612903225806,1.675392670157068,0.06722689075630252,0.9424083769633508,0.047619047619047616,0.0585480093676815,0.12371134020618557,0.1506849315068493,0.25,0.17045454545454544,0.1016949152542373,0.0641025641025641,0.08,0.02857142857142857,0.029411764705882353,0.09433962264150944,15,0.15151515151515152
"Wendell Carter Jr.","ORL",15,454,6.081438392384982,7.301587301587301,0.8465608465608465,0.26666666666666666,4.232804232804233,0.15810276679841898,2.2222222222222223,0.11931818181818182,0.14219114219114218,4.862579281183932,0.10570824524312897,0.03125,2.854122621564482,0.12796208530805686,1.9027484143763214,0.08866995073891626,0.10869565217391304,0.15789473684210525,0.17518248175182483,0.1,0.09448818897637795,0.1836734693877551,0.1375,0.13333333333333333,0.0975609756097561,0.0718954248366013,0.14,3,0.06666666666666667
"Pascal Siakam","IND",13,454,4.829396325459317,7.240293809024134,0.944386149003148,0.2647058823529412,3.2528856243441764,0.15577889447236182,3.04302203567681,0.13744075829383887,0.14634146341463414,2.4159663865546217,0,0,1.2605042016806722,0.046511627906976744,1.1554621848739495,0.04824561403508772,0.047325102880658436,0.15625,0.18627450980392157,0.06060606060606061,0.147239263803681,0.10416666666666667,0.05063291139240506,0.047244094488188976,0.038461538461538464,0.04371584699453552,0.06666666666666667,4,0.03125
"Brandin Podziemski","GSW",16,452,3.961456102783726,7.204301075268817,0.10752688172043011,0.05555555555555555,3.4408602150537635,0.15023474178403756,3.6559139784946235,0.16585365853658537,0.15789473684210525,0.746268656716418,0,0,0.21321961620469082,0.0106951871657754,0.5330490405117271,0.02,0.016018306636155607,0.12903225806451613,0.0990990990990991,0.325,0.15950920245398773,0.19047619047619047,0.016666666666666666,0.011764705882352941,0,0.020512820512820513,0.01818181818181818,2,0.02531645569620253
"Myles Turner","MIL",15,449,5.005324813631523,8.085106382978724,0.3191489361702128,0.15,4.25531914893617,0.1834862385321101,3.5106382978723403,0.15639810426540285,0.17016317016317017,1.9189765458422174,0.10660980810234541,0.023255813953488372,0.6396588486140725,0.0297029702970297,1.1727078891257996,0.05583756345177665,0.042606516290726815,0.16883116883116883,0.1926605504587156,0.1875,0.15723270440251572,0.15384615384615385,0.0375,0.028985507246376812,0.018867924528301886,0.05625,0.05405405405405406,1,0.014084507042253521
"Nikola Jokić","DEN",13,448,9.172377438060096,14.16490486257928,0.3171247357293869,0.1875,7.928118393234672,0.35046728971962615,5.919661733615222,0.23333333333333334,0.28854625550660795,4.206098843322818,0.10515247108307045,0.043478260869565216,2.9442691903259726,0.14432989690721648,1.1566771819137749,0.05365853658536585,0.09774436090225563,0.3582089552238806,0.3425925925925926,0.358974358974359,0.24,0.2153846153846154,0.18072289156626506,0.13580246913580246,0.06666666666666667,0.047337278106508875,0.08333333333333333,5,0.07042253521126761
"Max Christie","DAL",15,447,2.6638252530633992,5.1961823966065745,0.4241781548250265,0.11428571428571428,2.3329798515376456,0.09166666666666666,2.4390243902439024,0.11165048543689321,0.10089686098654709,0.10706638115631692,0,0,0.10706638115631692,0.004545454545454545,0,0,0.0023752969121140144,0.1111111111111111,0.09558823529411764,0.03125,0.10559006211180125,0.13333333333333333,0.0125,0,0,0,0,1,0.016129032258064516
"Royce O'Neale","PHX",15,444,4.41334768568353,7.219827586206897,0.5387931034482759,0.3125,3.0172413793103448,0.12903225806451613,3.663793103448276,0.16037735849056603,0.1445221445221445,1.6129032258064515,0.10752688172043011,0.07692307692307693,0.3225806451612903,0.014925373134328358,1.1827956989247312,0.046610169491525424,0.032036613272311214,0.06756756756756757,0.1262135922330097,0.25,0.1746987951807229,0.10869565217391304,0.01818181818181818,0.008695652173913044,0.03225806451612903,0.043478260869565216,0.057692307692307696,1,0.0136986301369863
"Onyeka Okongwu","ATL",15,444,5.948553054662379,9.207708779443255,0.32119914346895073,0.125,4.282655246252677,0.18433179723502305,4.6038543897216275,0.1829787234042553,0.1836283185840708,2.6824034334763946,0,0,1.8240343347639485,0.08585858585858586,0.8583690987124464,0.038461538461538464,0.06157635467980296,0.17647058823529413,0.1836734693877551,0.20588235294117646,0.15517241379310345,0.26229508196721313,0.08823529411764706,0.08108108108108109,0.10526315789473684,0.040268456375838924,0.03389830508474576,2,0.029411764705882353
"Donovan Mitchell","CLE",13,443,3.167898627243928,5.408271474019088,0,0,2.4390243902439024,0.1,2.9692470837751856,0.1414141414141414,0.1191588785046729,0.9463722397476341,0,0,0.31545741324921134,0.01694915254237288,0.6309148264984227,0.024193548387096774,0.021176470588235293,0.07142857142857142,0.09433962264150944,0.175,0.12578616352201258,0.20512820512820512,0,0.031914893617021274,0,0.019801980198019802,0.043478260869565216,2,0.01639344262295082
"RJ Barrett","TOR",14,442,3.713670613562971,6.2032085561497325,1.1764705882352942,0.3548387096774194,1.4973262032085561,0.0707070707070707,3.5294117647058822,0.14864864864864866,0.11190476190476191,1.191765980498375,0,0,0.7583965330444203,0.03365384615384615,0.4333694474539545,0.020942408376963352,0.02756892230576441,0.044444444444444446,0.09722222222222222,0.08333333333333333,0.11842105263157894,0.21428571428571427,0.02666666666666667,0.037037037037037035,0.04,0.029411764705882353,0,3,0.03614457831325301
"Alperen Sengun","HOU",12,442,6.970207982012367,9.706546275395034,1.1286681715575622,0.3333333333333333,5.191873589164786,0.21800947867298578,3.386004514672686,0.13953488372093023,0.1784037558685446,4.25531914893617,0.11198208286674133,0.04,2.463605823068309,0.09166666666666666,1.6797312430011198,0.09615384615384616,0.09343434343434344,0.18309859154929578,0.2549019607843137,0.18421052631578946,0.16167664670658682,0.0625,0.15384615384615385,0.06779661016949153,0.045454545454545456,0.102803738317757,0.08163265306122448,8,0.09302325581395349
"Ivica Zubac","LAC",14,441,8.579545454545455,11.885714285714286,0.9142857142857143,0.3333333333333333,5.714285714285714,0.23148148148148148,5.257142857142857,0.233502538071066,0.2324455205811138,5.3107344632768365,0,0,3.5028248587570623,0.15656565656565657,1.807909604519774,0.07960199004975124,0.11779448621553884,0.2,0.20754716981132076,0.3333333333333333,0.25609756097560976,0.12121212121212122,0.25925925925925924,0.1206896551724138,0.10714285714285714,0.0738255033557047,0.09615384615384616,10,0.2127659574468085
"Cade Cunningham","DET",12,441,3.5499726925177497,5.805038335158817,0.43811610076670315,0.125,3.176341730558598,0.13302752293577982,2.190580503833516,0.08928571428571429,0.11085972850678733,1.3071895424836601,0,0,1.0893246187363834,0.03968253968253968,0.2178649237472767,0.010256410256410256,0.026845637583892617,0.06944444444444445,0.17094017094017094,0.13793103448275862,0.09090909090909091,0.0847457627118644,0.028037383177570093,0.0603448275862069,0,0.013793103448275862,0,6,0.04411764705882353
"Rudy Gobert","MIN",14,439,7.378854625550661,10.065645514223196,0.87527352297593,0.3333333333333333,4.814004376367615,0.176,4.3763676148796495,0.18018018018018017,0.17796610169491525,4.656319290465632,0,0,2.4390243902439024,0.1116751269035533,2.2172949002217295,0.1,0.10579345088161209,0.13186813186813187,0.1926605504587156,0.22,0.18562874251497005,0.16363636363636364,0.2222222222222222,0.04672897196261682,0.1111111111111111,0.09210526315789473,0.125,3,0.1875
"Immanuel Quickley","TOR",14,439,3.5908596300326443,6.263498920086393,0.32397408207343414,0.10714285714285714,2.4838012958963285,0.11330049261083744,3.4557235421166306,0.13559322033898305,0.1252847380410023,0.8771929824561403,0,0,0.43859649122807015,0.0182648401826484,0.43859649122807015,0.0213903743315508,0.019704433497536946,0.08888888888888889,0.12,0.15789473684210525,0.1411764705882353,0.12121212121212122,0.0136986301369863,0.02631578947368421,0,0.028985507246376812,0,2,0.02666666666666667
"Jaden McDaniels","MIN",14,436,3.5476718403547673,5.524861878453039,0.11049723756906077,0.04,2.541436464088398,0.09663865546218488,2.8729281767955803,0.12322274881516587,0.1091314031180401,1.557285873192436,0.11123470522803114,0.045454545454545456,1.1123470522803114,0.05181347150259067,0.3337041156840934,0.016574585635359115,0.034759358288770054,0.06315789473684211,0.13333333333333333,0.07894736842105263,0.12258064516129032,0.125,0.1016949152542373,0.0380952380952381,0,0.014285714285714285,0.024390243902439025,8,0.12903225806451613
"Jaren Jackson Jr.","MEM",15,435,4.367053620784964,7.06401766004415,0.11037527593818984,0.043478260869565216,3.0905077262693155,0.15217391304347827,3.863134657836645,0.14893617021276595,0.15035799522673032,1.6611295681063123,0,0,1.4396456256921373,0.05508474576271186,0.22148394241417496,0.009433962264150943,0.033482142857142856,0.29545454545454547,0.12380952380952381,0.05714285714285714,0.15083798882681565,0.14285714285714285,0.1076923076923077,0.035211267605633804,0.034482758620689655,0.006289308176100629,0.018867924528301886,6,0.06382978723404255
"Jalen Johnson","ATL",13,434,6.577540106951871,11.538461538461538,1.7094017094017093,0.64,4.700854700854701,0.2018348623853211,5.128205128205129,0.21052631578947367,0.2062780269058296,1.6059957173447537,0.10706638115631692,0.045454545454545456,0.9635974304068522,0.045,0.5353319057815846,0.027472527472527472,0.03664921465968586,0.15476190476190477,0.20754716981132076,0.32142857142857145,0.22424242424242424,0.1746031746031746,0.05333333333333334,0.041666666666666664,0.034482758620689655,0.014705882352941176,0.06521739130434782,4,0.05714285714285714
"Kevin Durant","HOU",12,433,3.146067415730337,5.862457722660654,0.4509582863585118,0.14814814814814814,2.480270574971815,0.10232558139534884,2.931228861330327,0.1262135922330097,0.11401425178147269,0.4479283314669653,0,0,0.335946248600224,0.011320754716981131,0.11198208286674133,0.0070921985815602835,0.009852216748768473,0.07246376811594203,0.07547169811320754,0.225,0.11875,0.15217391304347827,0.025,0,0.017241379310344827,0.009900990099009901,0,0,0
"Austin Reaves","LAL",12,433,3.364589078874793,5.849889624724062,0,0,2.6490066225165565,0.12121212121212122,3.2008830022075054,0.13488372093023257,0.12832929782082325,0.8820286659316428,0,0,0.2205071664829107,0.0125,0.6615214994487321,0.029556650246305417,0.02203856749311295,0.03225806451612903,0.15841584158415842,0.17142857142857143,0.13043478260869565,0.14814814814814814,0.037037037037037035,0,0,0.032467532467532464,0.02040816326530612,0,0
"Davion Mitchell","MIA",14,431,2.126528442317916,3.605514316012725,0.10604453870625663,0.043478260869565216,1.696712619300106,0.0784313725490196,1.8027571580063626,0.06513409961685823,0.07096774193548387,0.6396588486140725,0.10660980810234541,0.043478260869565216,0.31982942430703626,0.012552301255230125,0.21321961620469082,0.010869565217391304,0.01182033096926714,0.10714285714285714,0.05172413793103448,0.125,0.06091370558375635,0.078125,0,0.022556390977443608,0,0.015873015873015872,0,2,0.038461538461538464
"Karl-Anthony Towns","NYK",13,430,9.187082405345212,13.885778275475923,1.007838745800672,0.5,6.382978723404255,0.285,6.4949608062709965,0.27358490566037735,0.279126213592233,4.540420819490587,0,0,2.6578073089700998,0.11538461538461539,1.8826135105204873,0.07296137339055794,0.09297052154195011,0.2978723404255319,0.29508196721311475,0.24444444444444444,0.27848101265822783,0.25925925925925924,0.1320754716981132,0.1111111111111111,0.047619047619047616,0.07692307692307693,0.0625,10,0.1
"P.J. Washington","DAL",14,430,5.7314410480349345,9.750812567713977,0.7583965330444203,0.21875,4.333694474539545,0.17467248908296942,4.658721560130011,0.20476190476190476,0.18906605922551253,1.6501650165016502,0.11001100110011001,0.04,1.21012101210121,0.04526748971193416,0.33003300330033003,0.015463917525773196,0.032036613272311214,0.1,0.2109375,0.1935483870967742,0.19047619047619047,0.2619047619047619,0.05813953488372093,0.027522935779816515,0.0625,0.013793103448275862,0.02040816326530612,3,0.03488372093023256
