"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Christian Braun","DEN",79,2675,5515,22.085222121486854,7.017225747960109,10.825022665457842,0.6482412060301508,1.613780598368087,4.061650045330916,0.39732142857142855,0.3991031390134529,3.2094288304623753,10.698096101541251,3.3363553943789666,4.297370806890299,0.543970988213962,0.7622739018087855,0.8060109289617486,0.8876404494382022,0.2728380024360536,0.5927517073170732,0.6339829476248477,0.6663019693654267,0.7615593834995467,1.1060743427017226,0.10217755443886097,0.01813236627379873,0.004464285714285714,15.932746196957565
"Bam Adebayo","MIA",78,2674,5301,26.57989058668176,8.696472363704961,16.827013770986607,0.5168161434977578,1.4902848519147331,4.16902471231843,0.3574660633484163,0.35909090909090907,4.716091303527636,10.526315789473685,6.866628937936238,3.9615166949632146,0.5093378607809848,0.6052060737527115,0.6611374407582938,0.8860759493670886,0.1985624438454627,0.5108589579524679,0.5206648697214735,0.5574940523394132,1.4714204867006224,0.8300320694208639,0.04932735426008968,0.03772873042822109,0.00904977375565611,23.88963660834455
"Ivica Zubac","LAC",80,2624,5312,25.22590361445783,11.144578313253012,17.73343373493976,0.6284501061571125,0,0,0,0,2.9367469879518073,15.662650602409638,6.626506024096385,0,0,0.7027027027027027,0.8421052631578947,0,0,0.5359506369426752,0.6284501061571125,0.6429942418426103,3.6897590361445785,1.091867469879518,0.06157112526539278,0,0,19.558306842897775
"Jayson Tatum","BOS",72,2624,5300,36.45283018867924,7.773584905660377,13.90566037735849,0.5590230664857531,4.716981132075472,13.735849056603774,0.3434065934065934,0.3443526170798898,6.754716981132075,5.433962264150943,10.11320754716981,6.509433962264151,7.6415094339622645,0.34951456310679613,0.35910224438902744,0.46,0.4969283276450512,0.5285335728952772,0.5372013651877133,0.5824710894704809,0.41509433962264153,0.9245283018867925,0.06648575305291723,0.1320754716981132,0.009615384615384616,30.682384193923294
"Jaden McDaniels","MIN",82,2614,5231,19.116803670426304,5.6968074937870385,10.151022748996368,0.5612052730696798,1.9116803670426306,5.7923915121391705,0.33003300330033003,0.3333333333333333,1.9881475817243357,6.958516536035175,4.435098451538902,5.448289046071497,0.28675205505639456,0.610738255033557,0.6842105263157895,0.95,0.36330935251798563,0.5552837545126355,0.5371702637889688,0.5625704622322435,1.2234754349072836,0.8029057541579048,0.07909604519774012,0,0,16.393716577540108
"Keegan Murray","SAC",76,2610,5324,17.693463561232157,3.944402704733283,6.968444778362134,0.5660377358490566,2.8925619834710745,8.43350864012021,0.3429844097995546,0.34375,1.1269722013523666,5.146506386175807,2.7422990232907587,8.564988730277987,0.11269722013523667,0.6523809523809524,0.7210526315789474,0.987012987012987,0.5475609756097561,0.5429478829389788,0.5378048780487805,0.5554245283018868,0.7513148009015778,0.4695717505634861,0.0673854447439353,0.056348610067618335,0.0066815144766146995,15.133333333333333
"Zach LaVine","SAC",74,2603,5399,31.931839229486943,7.149472124467494,12.724578625671422,0.5618631732168851,4.426745693646971,9.927764400814965,0.4458955223880597,0.4458955223880597,4.352657899611039,7.075384330431562,7.223559918503427,7.223559918503427,6.056677162437488,0.4948186528497409,0.5013123359580053,0.5439330543933054,0.4382665576451349,0.549719884009942,0.6087489779231399,0.6379567486950037,0.18521948508983144,0.8334876829042416,0.06550218340611354,0.05556584552694944,0.005597014925373134,25.68868237636907
"Shai Gilgeous-Alexander","OKC",76,2598,5441,45.65337254181217,12.81014519389818,22.44072780738835,0.5708435708435708,2.995772835875758,7.994853887153097,0.37471264367816093,0.37557603686635943,11.045763646388531,5.440176438154751,20.18011394964161,3.142804631501562,5.8445138761257125,0.21233859397417504,0.2173274596182085,0.3496932515337423,0.26268115942028986,0.5212742034313725,0.5685386473429952,0.631701030927835,0.5881271825032163,1.3784230839919132,0.06142506142506143,0.03675794890645102,0.004597701149425287,34.356725146198826
"Michael Porter Jr.","DEN",77,2593,5369,26.038368411249767,6.239523188675731,10.411622276029055,0.5992844364937389,3.5947103743713913,9.107841311231141,0.3946830265848671,0.40124740124740127,2.775190910784131,9.238219407710933,3.240826969640529,9.945986217172658,0.8381449059415161,0.7402985074626866,0.8857142857142857,0.9222797927461139,0.4666030534351145,0.5484798557692308,0.5958969465648855,0.6166077738515902,2.0487986589681504,0.8008940212330042,0.07692307692307693,0.09312721177127957,0.010224948875255624,20.226007206026857
"Derrick White","BOS",76,2574,5165,24.162633107454017,3.0784123910939014,5.188770571151984,0.5932835820895522,5.130687318489835,13.378509196515004,0.3835021707670043,0.3835021707670043,2.6137463697967087,2.865440464666021,3.291384317521781,12.429816069699903,2.9622458857696032,0.46540880503144655,0.48366013071895425,0.8075471698113208,0.7205422314911366,0.535680031282586,0.5802919708029197,0.6054421768707483,0.23233301064859632,0.40658276863504356,0.07835820895522388,0.03872216844143272,0.002894356005788712,19.921002919457326
"Dyson Daniels","ATL",76,2571,5469,19.61967452916438,6.856829402084476,12.56171146461876,0.5458515283842795,1.4627902724446882,4.296946425306272,0.3404255319148936,0.34934497816593885,1.517644907661364,7.094532821356738,6.619125982812214,4.1140976412506856,0.27427317608337903,0.5173333333333333,0.5623188405797102,0.9375,0.25488069414316705,0.5547978405315614,0.5368763557483731,0.5452235772357723,1.0970927043335161,0.7679648930334614,0.0611353711790393,0.05485463521667581,0.01276595744680851,18.165869218500795
