"Name","TeamAbbreviation","GamesPlayed","Minutes","Turnovers","LiveBallTurnovers","DeadBallTurnovers","LiveBallTurnoverPct","LostBallTurnovers","LostBallOutOfBoundsTurnovers","BadPassTurnovers","BadPassOutOfBoundsTurnovers","Travels","3SecondViolations","StepOutOfBoundsTurnovers","OffensiveGoaltends"
"Keegan Murray","SAC",76,2610,1.1269722013523666,0.6574004507888805,0.4695717505634861,0.5833333333333334,0.4132231404958678,0.056348610067618335,0.24417731029301276,0.13148009015777612,0.11269722013523667,0,0.13148009015777612,0
"Zach LaVine","SAC",74,2603,3.8525652898684943,2.5189849972217075,1.3335802926467863,0.6538461538461539,1.166882756065938,0.2407853306167809,1.3521022411557695,0.5000926097425449,0.259307279125764,0,0.09260974254491572,0
"Shai Gilgeous-Alexander","OKC",76,2598,3.3633523249402684,2.1870979599338356,1.1762543650064325,0.6502732240437158,0.974085646020952,0.11027384671935306,1.2130123139128837,0.4227164124241867,0.1654107700790296,0.03675794890645102,0.09189487226612755,0.01837897445322551
"Michael Porter Jr.","DEN",77,2593,1.937046004842615,1.2479046377351461,0.6891413671074688,0.6442307692307693,0.5773887129819333,0.16762898118830322,0.6705159247532129,0.14900353883404732,0.09312721177127957,0,0.14900353883404732,0
"Derrick White","BOS",76,2574,2.5363020329138433,1.8199419167473379,0.7163601161665053,0.7175572519083969,0.4453049370764763,0.17424975798644723,1.3746369796708615,0.2904162633107454,0.0968054211035818,0,0.07744433688286544,0
"Dyson Daniels","ATL",76,2571,2.8341561528615835,1.9016273541780948,0.9325287986834887,0.6709677419354839,0.5668312305723167,0.20113366246114464,1.334796123605778,0.34741268970561345,0.09142439202779301,0,0.05485463521667581,0.0182848784055586
"Nikola Jokić","DEN",70,2571,4.267161410018553,2.9128014842300556,1.3543599257884973,0.6826086956521739,1.1317254174397031,0.07421150278293136,1.7810760667903525,0.7235621521335807,0.12987012987012986,0,0,0.01855287569573284
"Austin Reaves","LAL",73,2550,3.401883528733423,2.6715356525081684,0.7303478762252547,0.7853107344632768,0.9225446857582165,0.11531808571977706,1.748990966749952,0.2690755333461465,0.0768787238131847,0,0.03843936190659235,0
"Toumani Camara","POR",78,2548,2.0993836671802772,1.174884437596302,0.9244992295839753,0.5596330275229358,0.4815100154083205,0.11556240369799692,0.6933744221879815,0.23112480739599384,0.11556240369799692,0,0.01926040061633282,0.03852080123266564
"Pascal Siakam","IND",78,2548,2.077773541746092,1.2199771254288982,0.857796416317194,0.5871559633027523,0.5718642775447961,0.2287457110179184,0.6481128478841022,0.1143728555089592,0.09531071292413268,0,0.019062142584826535,0
"Brook Lopez","MIL",80,2546,1.6058115083158095,0.688204932135347,0.9176065761804626,0.42857142857142855,0.2676352513859683,0.019116803670426306,0.4205696807493787,0.09558401835213153,0.05735041101127891,0.09558401835213153,0.019116803670426306,0
