"Name","TeamAbbreviation","GamesPlayed","Minutes","Rebounds","DefRebounds","FTDefRebounds","DefFTReboundPct","DefTwoPtRebounds","DefTwoPtReboundPct","DefThreePtRebounds","DefThreePtReboundPct","DefFGReboundPct","OffRebounds","FTOffRebounds","OffFTReboundPct","OffTwoPtRebounds","OffTwoPtReboundPct","OffThreePtRebounds","OffThreePtReboundPct","OffFGReboundPct","DefAtRimReboundPct","DefShortMidRangeReboundPct","DefLongMidRangeReboundPct","DefArc3ReboundPct","DefCorner3ReboundPct","OffAtRimReboundPct","OffShortMidRangeReboundPct","OffLongMidRangeReboundPct","OffArc3ReboundPct","OffCorner3ReboundPct","SelfOReb","SelfORebPct"
"Christian Braun","DEN",79,2675,3.7107430536700154,5.63787495482472,0.41561257679797614,0.18253968253968253,2.4213950126490786,0.09816849816849817,2.8008673653776652,0.11868300153139356,0.10819917633845001,1.7769718948322757,0,0,1.0335448776065277,0.043644716692189896,0.743427017225748,0.0416243654822335,0.04277608031427324,0.08771929824561403,0.09198813056379822,0.13617021276595745,0.12833675564681724,0.09036144578313253,0.045627376425855515,0.0446927374301676,0.037037037037037035,0.0390625,0.05069124423963134,16,0.05755395683453238
"Bam Adebayo","MIA",78,2674,7.066037735849057,10.64351764483865,0.6605019815059445,0.33980582524271846,5.0575580298169465,0.2168284789644013,4.925457633515758,0.20863309352517986,0.2127060715721753,3.489907564610451,0,0,1.9241652518392756,0.08146964856230032,1.5657423127711751,0.0660828025477707,0.07376395534290271,0.1905940594059406,0.23278688524590163,0.22072072072072071,0.21596724667349027,0.18248175182481752,0.09239130434782608,0.08205841446453407,0.05454545454545454,0.06152125279642058,0.07734806629834254,26,0.050387596899224806
"Ivica Zubac","LAC",80,2624,9.518424276693997,13.398754481977731,0.6416304963200604,0.2905982905982906,6.3785619928288355,0.27980132450331124,6.3785619928288355,0.2665615141955836,0.2730210016155089,5.647590361445783,0.01882530120481928,0.009009009009009009,4.066265060240964,0.16425855513307985,1.5625,0.08258706467661692,0.12887931034482758,0.2591549295774648,0.2870662460567823,0.2922374429223744,0.2681912681912682,0.26143790849673204,0.19708029197080293,0.15894039735099338,0.10067114093959731,0.0784313725490196,0.09583333333333334,39,0.13402061855670103
"Jayson Tatum","BOS",72,2624,5.895155185465557,10.914958238420652,0.6074411541381929,0.3047619047619048,4.7266514806378135,0.18322295805739514,5.580865603644647,0.23671497584541062,0.20876585928489041,0.9056603773584906,0,0,0.33962264150943394,0.01910828025477707,0.5660377358490566,0.018192844147968467,0.018525665766113468,0.14725274725274726,0.1993911719939117,0.20647773279352227,0.24796747967479674,0.1937984496124031,0.027692307692307693,0.014018691588785047,0.015873015873015872,0.020657995409334353,0.008771929824561403,14,0.019337016574585635
"Jaden McDaniels","MIN",82,2614,4.488706756885542,6.480425693652603,0.4370961611554542,0.17164179104477612,3.0786773090079818,0.12394797245600613,2.9646522234891677,0.12924606462303231,0.12649164677804295,2.4851844771554195,0.09558401835213153,0.0390625,1.2808258459185624,0.05578684429641965,1.1087746128847256,0.0448569218870843,0.05012028869286287,0.12526539278131635,0.12913385826771653,0.1044776119402985,0.13973799126637554,0.09621993127147767,0.0776255707762557,0.044481054365733116,0.038461538461538464,0.043933054393305436,0.04747774480712166,35,0.09020618556701031
"Keegan Murray","SAC",76,2610,4.756543765831691,6.766635426429241,0.4498594189315839,0.18604651162790697,2.7366447985004685,0.11523283346487766,3.580131208997188,0.15292233787029624,0.13394276629570748,2.7422990232907587,0.09391435011269722,0.04716981132075472,1.0706235912847484,0.044151820294345466,1.5777610818933132,0.07253886010362694,0.057574520212331566,0.12464589235127478,0.11014492753623188,0.11607142857142858,0.143646408839779,0.17732558139534885,0.0486322188449848,0.035058430717863104,0.05509641873278237,0.07419712070874862,0.06666666666666667,15,0.03579952267303103
"Zach LaVine","SAC",74,2603,2.917477076965824,5.42793627269359,0.2037791774731382,0.08029197080291971,2.0007410151908114,0.08881578947368421,3.2234160800296405,0.12985074626865672,0.11032863849765258,0.4074828671976292,0.018521948508983144,0.01020408163265306,0.11113169105389888,0.0049301561216105174,0.27782922763474716,0.012448132780082987,0.008670520231213872,0.05827505827505827,0.0851063829787234,0.15695067264573992,0.13082259663032705,0.1268882175226586,0.002145922746781116,0.006396588486140725,0.0070921985815602835,0.009708737864077669,0.02158273381294964,5,0.009380863039399626
"Shai Gilgeous-Alexander","OKC",76,2598,3.4953426173568203,5.775638652350981,0.1480932987782303,0.05063291139240506,2.665679378008145,0.11356466876971609,2.9618659755646055,0.12260536398467432,0.11815001943256899,1.2313912883661091,0.01837897445322551,0.009523809523809525,0.6248851314096674,0.026835043409629045,0.5881271825032163,0.0256,0.026221692491060787,0.12300683371298406,0.0993485342019544,0.13488372093023257,0.11664899257688228,0.13812154696132597,0.04060913705583756,0.02157164869029276,0.017857142857142856,0.024464831804281346,0.02973977695167286,25,0.03602305475504323
"Michael Porter Jr.","DEN",77,2593,5.027932960893855,7.484639731893502,0.4096071495066096,0.17886178861788618,3.2768571960528767,0.12922173274596183,3.798175386334016,0.16571892770105606,0.14654839953721557,2.570311044887316,0.05587632706276774,0.02127659574468085,1.694915254237288,0.06930693069306931,0.8195194635872602,0.04408817635270541,0.05841627001298139,0.10491071428571429,0.13185185185185186,0.16736401673640167,0.16263736263736264,0.17445482866043613,0.08208955223880597,0.0694980694980695,0.04247104247104247,0.04025157232704402,0.059113300492610835,18,0.0391304347826087
"Derrick White","BOS",76,2574,3.3074684772065956,5.32555879494655,0.11661807580174927,0.06666666666666667,2.5461613216715255,0.09776119402985074,2.662779397473275,0.11012861736334405,0.10371517027863777,1.297192642787996,0,0,0.3872216844143272,0.022002200220022004,0.9099709583736689,0.02959697732997481,0.02683219863836604,0.07710280373831775,0.10119047619047619,0.125,0.11020408163265306,0.10984848484848485,0.03546099290780142,0.015765765765765764,0.01639344262295082,0.029343629343629343,0.030716723549488054,12,0.023715415019762844
"Dyson Daniels","ATL",76,2571,4.096715328467154,5.9187761792023315,0.3824439992715352,0.18421052631578946,2.622473137861956,0.11980033277870217,2.91385904206884,0.1350210970464135,0.12735651445328866,2.2673249222892666,0.09142439202779301,0.03597122302158273,1.2250868531724264,0.049962714392244596,0.9508136770890474,0.04340567612687813,0.046868846002363136,0.09812108559498957,0.1287313432835821,0.1497326203208556,0.12888377445339472,0.1518987341772152,0.054104477611940295,0.045584045584045586,0.05825242718446602,0.0362400906002265,0.06349206349206349,24,0.05896805896805897
"Nikola Jokić","DEN",70,2571,8.280727812848125,12.857673727238945,0.6131549609810479,0.2894736842105263,7.209215904868079,0.29892141756548535,5.035302861389818,0.21490880253766853,0.2575224697147323,3.7105751391465676,0.055658627087198514,0.02097902097902098,2.5788497217068644,0.11146752205292702,1.0760667903525047,0.06092436974789916,0.08958617553433379,0.29832935560859186,0.30842607313195547,0.276,0.2108626198083067,0.2267080745341615,0.11984282907662082,0.1338432122370937,0.037209302325581395,0.05357142857142857,0.08482142857142858,70,0.14522821576763487
"Austin Reaves","LAL",73,2550,3.159208757441905,5.142966800997889,0.057570523891767415,0.02654867256637168,2.0341585108424485,0.08638956805215973,3.051237766263673,0.1269968051118211,0.10689794271883823,1.1724005381510667,0.019219680953296174,0.008130081300813009,0.6150297905054776,0.029064486830154404,0.538151066692293,0.024390243902439025,0.026678523788350377,0.06060606060606061,0.07936507936507936,0.15920398009950248,0.12754555198285103,0.12539184952978055,0.0273972602739726,0.03177570093457944,0.024875621890547265,0.023228803716608595,0.027874564459930314,19,0.03885480572597137
"Toumani Camara","POR",78,2548,4.332338500048137,5.332050048123195,0.30798845043310874,0.14953271028037382,2.483156881616939,0.10470779220779221,2.5409047160731473,0.1168141592920354,0.1104995766299746,3.332049306625578,0.25038520801232667,0.09420289855072464,1.4060092449922958,0.05712050078247261,1.6756548536209552,0.06882911392405064,0.06294256490952006,0.09403669724770643,0.10243055555555555,0.1318181818181818,0.115995115995116,0.1189710610932476,0.05026929982046679,0.041666666666666664,0.11917098445595854,0.06903765690376569,0.06818181818181818,17,0.047752808988764044
"Pascal Siakam","IND",78,2548,5.138941758660068,7.734701634359559,0.38008361839604715,0.17699115044247787,3.895857088559483,0.16282764098490865,3.458760927404029,0.14918032786885246,0.15611133521581283,2.535264963781929,0,0,1.5440335493709494,0.06699751861042183,0.9912314144109798,0.04609929078014184,0.056910569105691054,0.139186295503212,0.17696160267111852,0.17616580310880828,0.15350389321468297,0.13707165109034267,0.0859375,0.07491289198606271,0.0199203187250996,0.0481786133960047,0.039711191335740074,38,0.07307692307692308
