Name,TeamAbbreviation,Turnovers,LiveBallTurnovers,Fouls,Charge Fouls,FoulsDrawn,OnDefRtg,Blocks,Steals,Points,FG2A,Fg2Pct,FG3A,NonHeaveFg3Pct,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Usage,Rebounds,DefRebounds,DefTwoPtRebounds,DefTwoPtReboundPct,DefThreePtRebounds,DefThreePtReboundPct,OffRebounds,OffTwoPtRebounds,OffTwoPtReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffFGReboundPct,DefAtRimReboundPct,OffAtRimReboundPct,Assists,AssistPoints,TwoPtAssists,ThreePtAssists,FTA,TwoPtShootingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,ShootingFoulsDrawnPct,AtRimFG3AFrequency,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGA,AtRimFrequency,AtRimAccuracy,AtRimPctAssisted,AtRimPctBlocked,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,ShortMidRangePctBlocked,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3FGA,Arc3Accuracy,NonHeaveArc3FGM,NonHeaveArc3FGA,NonHeaveArc3Accuracy
Franz Wagner,ORL,2.67141585040071,1.69189670525378,1.73025732031943,0.089047195013357,7.03472840605521,112.64367816092,0.618921308576481,1.50309460654288,30.4541406945681,15.4942119323241,0.505747126436782,6.50044523597507,0.342465753424658,8.1032947462155,8.19234194122885,7.47996438112199,5.6099732858415,1.06856634016029,0.522727272727273,0.547619047619048,0.84,0.295546558704453,0.545793927125506,0.508097165991903,0.572147651006711,0.712377560106857,25.4658385093168,4.25909494232476,6.10079575596817,3.09460654288241,0.115131578947368,2.47568523430592,0.136585365853659,2.40427426536064,1.06856634016029,0.0481927710843373,1.246660730187,0.0598290598290598,0.0538302277432712,0.131313131313131,0.0851063829787234,5.07569011576135,12.3775601068566,2.84951024042743,2.22617987533393,9.70614425645592,4.00712377560107,0.445235975066785,0.0,0.0,0.979519145146928,0.156794425087108,0.65587044534413,5.35747126436782,25.9479452054795,7.92520035618878,0.360323886639676,0.662921348314607,0.559322033898305,0.0337078651685393,6.233303650935,0.283400809716599,0.342857142857143,0.171428571428571,1.33570792520036,0.0607287449392712,0.333333333333333,0.4,0.890471950133571,0.0404858299595141,0.4,0.4,0.75,5.6099732858415,0.333333333333333,21,63,0.333333333333333
Trey Murphy III,NOP,2.909796314258,1.7458777885548,1.54963680387409,0.193986420950533,4.0737148399612,121.37330754352,0.193423597678917,2.03094777562863,26.7701260911736,9.50533462657614,0.561224489795918,10.2812803103783,0.377358490566038,4.46168768186227,6.78952473326867,3.87972841901067,9.60232783705141,2.0368574199806,0.636363636363636,0.714285714285714,0.825,0.519607843137255,0.545405911330049,0.563725490196078,0.609375,1.1639185257032,21.3087248322148,4.55205811138015,6.76982591876209,1.74081237911025,0.101694915254237,4.93230174081238,0.200787401574803,2.3278370514064,1.06692531522793,0.0391459074733096,1.26091173617847,0.0560344827586206,0.0467836257309941,0.0649350649350649,0.0508474576271186,4.26770126091174,10.184287099903,2.6188166828322,1.64888457807953,4.75266731328807,1.93986420950534,0.387972841901067,0.0,0.0,0.387972841901067,0.0909090909090909,0.784313725490196,5.46734693877551,26.6716981132075,5.2376333656644,0.264705882352941,0.685185185185185,0.675675675675676,0.074074074074074,3.68574199806014,0.186274509803922,0.421052631578947,0.105263157894737,0.5819592628516,0.0294117647058823,0.333333333333333,1.0,0.872938894277401,0.0441176470588235,0.444444444444444,0.444444444444444,1.0,9.40834141610087,0.371134020618557,36,97,0.371134020618557
Duncan Robinson,DET,1.09670987038883,0.69790628115653,1.998001998002,0.0,2.49252243270189,112.912912912913,0.500500500500501,1.3013013013013,18.9431704885344,3.09072781655035,0.548387096774194,10.9670987038883,0.418181818181818,1.79461615154536,2.39282153539382,0.997008973080758,13.4596211365902,0.299102691924227,0.705882352941177,0.75,0.978260869565217,0.780141843971631,0.544513475177305,0.609929078014184,0.626666666666667,0.199401794616152,13.6325148179509,2.0979020979021,3.5035035035035,1.9019019019019,0.075098814229249,1.6016016016016,0.0714285714285714,0.69790628115653,0.0997008973080757,0.0038022813688212,0.398803589232303,0.0189573459715639,0.010548523206751,0.0476190476190476,0.0,2.99102691924227,6.67996011964108,2.29312063808574,0.69790628115653,2.39282153539382,0.199401794616152,0.0,0.299102691924227,0.0,0.398803589232303,0.0342465753424657,0.872340425531915,4.64193548387097,25.5754545454545,1.29611166500499,0.0921985815602836,0.692307692307692,0.777777777777778,0.0769230769230769,1.79461615154536,0.127659574468085,0.444444444444444,0.166666666666667,0.0,0.0,0.0,0.0,2.09371884346959,0.148936170212766,0.476190476190476,0.476190476190476,1.0,8.87337986041874,0.404494382022472,36,89,0.404494382022472
Jaylen Brown,BOS,5.48654244306418,2.69151138716356,2.42768595041322,0.20703933747412,9.21325051759834,117.628865979381,0.412371134020619,1.23711340206186,42.7536231884058,23.1884057971015,0.5625,8.90269151138716,0.348837209302326,7.34989648033126,9.52380952380952,16.5631469979296,5.27950310559006,4.03726708074534,0.365079365079365,0.370967741935484,0.566666666666667,0.27741935483871,0.504423709677419,0.551612903225807,0.592219020172911,0.41407867494824,35.1802990325418,4.28719008264463,7.11340206185567,2.98969072164949,0.117886178861789,2.98969072164949,0.131221719457014,1.44927536231884,0.93167701863354,0.04,0.5175983436853,0.018450184501845,0.0282258064516129,0.128571428571429,0.0303030303030303,6.31469979296066,16.0455486542443,2.89855072463768,3.41614906832298,9.52380952380952,4.86542443064182,1.34575569358178,0.10351966873706,0.10351966873706,0.31055900621118,0.13953488372093,0.503225806451613,9.98794642857143,26.2488372093023,7.2463768115942,0.225806451612903,0.714285714285714,0.36,0.0571428571428571,6.62525879917184,0.206451612903226,0.421875,0.125,9.3167701863354,0.290322580645161,0.544444444444444,0.428571428571429,0.62111801242236,0.0193548387096774,0.333333333333333,0.333333333333333,1.0,8.2815734989648,0.35,28,80,0.35
Deni Avdija,POR,4.78087649402391,3.28685258964143,2.38450074515648,0.398406374501992,7.76892430278885,119.82160555005,1.09018830525273,0.693756194251734,35.5577689243028,14.3426294820717,0.555555555555556,9.36254980079681,0.372340425531915,9.16334661354582,6.77290836653387,9.16334661354582,9.26294820717132,1.19521912350598,0.425,0.453333333333333,0.885714285714286,0.394957983193277,0.560965756302521,0.55672268907563,0.626315789473684,0.99601593625498,28.2682512733447,4.47093889716841,7.13577799801784,3.27056491575818,0.141630901287554,2.67591674925669,0.136363636363636,1.79282868525896,0.796812749003984,0.038647342995169,0.99601593625498,0.037037037037037,0.0377358490566037,0.135416666666667,0.0515463917525773,6.67330677290837,16.7330677290837,3.28685258964143,3.38645418326693,10.6573705179283,5.37848605577689,1.29482071713147,0.0,0.0,0.597609561752988,0.193548387096774,0.760504201680672,4.79444444444444,25.7659574468085,8.66533864541833,0.365546218487395,0.666666666666667,0.448275862068966,0.057471264367816,4.68127490039841,0.197478991596639,0.382978723404255,0.191489361702128,0.99601593625498,0.042016806722689,0.4,0.5,1.09561752988048,0.0462184873949579,0.545454545454545,0.545454545454545,0.833333333333333,8.26693227091634,0.349397590361446,29,83,0.349397590361446
Jimmy Butler III,GSW,2.57997936016512,1.65118679050568,0.926402470406588,0.0,8.04953560371517,109.856262833676,0.410677618069815,2.6694045174538,31.062951496388,14.2414860681115,0.557971014492754,3.40557275541796,0.454545454545455,10.5263157894737,7.22394220846233,8.6687306501548,3.40557275541796,1.23839009287926,0.454545454545455,0.492957746478873,0.733333333333333,0.192982456140351,0.529743859649123,0.58187134502924,0.670403587443946,1.23839009287926,22.77318640955,4.22027792074112,5.13347022587269,2.56673511293635,0.114155251141553,2.25872689938398,0.0916666666666666,3.30237358101135,2.37358101135191,0.117948717948718,0.928792569659443,0.0368852459016393,0.0728929384965831,0.138888888888889,0.119402985074627,7.32714138286894,18.8854489164087,3.09597523219814,4.2311661506708,12.1775025799794,5.46955624355005,1.13519091847265,0.103199174406605,0.0,0.928792569659443,0.252336448598131,0.584795321637427,6.01014492753623,25.3242424242424,6.91434468524252,0.391812865497076,0.73134328358209,0.510204081632653,0.0149253731343283,5.57275541795666,0.315789473684211,0.481481481481481,0.0925925925925925,1.75438596491228,0.0994152046783625,0.117647058823529,1.0,1.54798761609907,0.087719298245614,0.466666666666667,0.466666666666667,1.0,1.85758513931889,0.444444444444444,8,18,0.444444444444444
Brandon Ingram,TOR,3.77166156982671,2.44648318042813,1.68195718654434,0.0,4.89296636085627,119.469928644241,1.12130479102956,1.42711518858308,29.7655453618756,16.4118246687054,0.565217391304348,6.21814475025484,0.278688524590164,6.01427115188583,8.35881753312946,10.1936799184506,4.58715596330275,0.611620795107034,0.450549450549451,0.476744186046512,0.882352941176471,0.274774774774775,0.514141441441442,0.524774774774775,0.587044534412956,1.01936799184506,25.8416742493176,4.28134556574924,7.54332313965342,2.44648318042813,0.118811881188119,4.68909276248726,0.199134199134199,1.01936799184506,0.611620795107034,0.026431718061674,0.407747196738022,0.0209424083769633,0.0239234449760765,0.075268817204301,0.0657894736842105,5.4026503567788,13.4556574923547,2.75229357798165,2.65035677879715,6.82976554536188,3.16004077471967,1.12130479102956,0.203873598369011,0.0,0.305810397553517,0.135245901639344,0.463963963963964,10.0937888198758,25.1409836065574,4.28134556574924,0.189189189189189,0.619047619047619,0.5,0.261904761904762,7.2375127420999,0.31981981981982,0.577464788732394,0.028169014084507,4.89296636085627,0.216216216216216,0.5,0.583333333333333,1.7329255861366,0.0765765765765765,0.294117647058824,0.294117647058824,0.8,4.48521916411825,0.272727272727273,12,44,0.272727272727273
Andrew Wiggins,MIA,2.88557213930348,2.08955223880597,1.83714001986097,0.0,3.18407960199005,118.037661050545,1.28840436075322,1.48662041625372,23.2835820895522,12.1393034825871,0.557377049180328,6.96517412935323,0.357142857142857,2.28855721393035,6.16915422885572,7.36318407960199,6.86567164179105,0.597014925373134,0.455882352941176,0.508196721311475,0.92,0.364583333333333,0.548066927083333,0.549479166666667,0.565217391304348,1.39303482587065,21.0151380231523,3.37636544190665,4.65807730426165,1.98216055500496,0.0896860986547085,2.47770069375619,0.0889679715302491,2.08955223880597,1.19402985074627,0.047808764940239,0.895522388059702,0.0430622009569378,0.0456521739130434,0.131578947368421,0.0459770114942528,4.07960199004975,10.0497512437811,2.18905472636816,1.89054726368159,3.48258706467662,1.49253731343284,0.398009950248756,0.099502487562189,0.0,0.298507462686567,0.0784313725490196,0.645833333333333,6.75573770491803,25.1971428571429,5.37313432835821,0.28125,0.648148148148148,0.571428571428571,0.0925925925925925,5.07462686567164,0.265625,0.470588235294118,0.0784313725490196,1.69154228855721,0.0885416666666666,0.529411764705882,0.333333333333333,2.18905472636816,0.114583333333333,0.363636363636364,0.363636363636364,1.0,4.77611940298507,0.354166666666667,17,48,0.354166666666667
Kon Knueppel,CHA,3.61570247933884,2.37603305785124,1.75983436853002,0.0,2.78925619834711,116.078838174274,0.311203319502075,1.2448132780083,25.5165289256198,7.54132231404959,0.561643835616438,11.5702479338843,0.401785714285714,3.09917355371901,5.78512396694215,2.68595041322314,13.0165289256198,0.929752066115702,0.682926829268293,0.7,0.933333333333333,0.605405405405405,0.546120491803279,0.586486486486487,0.618090452261307,0.206611570247934,21.0242587601078,4.34782608695652,7.36514522821577,3.6307053941908705,0.147679324894515,3.11203319502075,0.155440414507772,1.34297520661157,0.723140495867769,0.0346534653465346,0.619834710743802,0.024390243902439,0.0290178571428571,0.152173913043478,0.024390243902439,3.92561983471074,10.3305785123967,1.44628099173554,2.47933884297521,3.51239669421488,1.44628099173554,0.309917355371901,0.206611570247934,0.0,0.103305785123967,0.0808080808080808,0.810810810810811,6.17945205479452,25.6044642857143,3.92561983471074,0.205405405405405,0.578947368421053,0.590909090909091,0.131578947368421,2.68595041322314,0.140540540540541,0.576923076923077,0.0769230769230769,0.929752066115702,0.0486486486486486,0.444444444444444,1.0,3.40909090909091,0.178378378378378,0.454545454545455,0.454545454545455,1.0,8.16115702479339,0.379746835443038,30,79,0.379746835443038
Mikal Bridges,NYK,1.37130801687764,0.843881856540084,1.36626379400946,0.0,2.53164556962025,116.544502617801,1.57068062827225,2.72251308900524,22.1518987341772,8.64978902953587,0.573170731707317,8.0168776371308,0.421052631578947,2.10970464135021,5.27426160337553,4.64135021097046,9.81012658227848,0.316455696202532,0.531914893617021,0.555555555555556,0.96875,0.481012658227848,0.577191772151899,0.60126582278481,0.625,0.421940928270042,16.3800904977376,2.99527062532843,4.29319371727749,1.8848167539267,0.0845070422535211,2.19895287958115,0.0921052631578947,1.68776371308017,0.527426160337553,0.0227272727272727,1.16033755274262,0.0438247011952191,0.0339702760084925,0.0824742268041237,0.0185185185185185,6.64556962025316,17.1940928270042,2.74261603375527,3.9029535864978895,2.63713080168776,1.05485232067511,0.421940928270042,0.105485232067511,0.0,0.316455696202532,0.0609756097560975,0.746835443037975,6.24268292682927,24.7828947368421,4.43037974683544,0.265822784810127,0.690476190476191,0.655172413793103,0.0476190476190476,3.48101265822785,0.208860759493671,0.393939393939394,0.0303030303030303,0.738396624472574,0.0443037974683544,0.714285714285714,0.4,3.37552742616034,0.20253164556962,0.5625,0.5625,1.0,4.64135021097046,0.318181818181818,14,44,0.318181818181818
