Name,TeamAbbreviation,Turnovers,LiveBallTurnovers,Fouls,Charge Fouls,FoulsDrawn,OnDefRtg,Blocks,Steals,Points,FG2A,Fg2Pct,FG3A,NonHeaveFg3Pct,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,FG3APct,ShotQualityAvg,EfgPct,TsPct,PtsPutbacks,Usage,Rebounds,DefRebounds,DefTwoPtRebounds,DefTwoPtReboundPct,DefThreePtRebounds,DefThreePtReboundPct,OffRebounds,OffTwoPtRebounds,OffTwoPtReboundPct,OffThreePtRebounds,OffThreePtReboundPct,OffFGReboundPct,DefAtRimReboundPct,OffAtRimReboundPct,Assists,AssistPoints,TwoPtAssists,ThreePtAssists,FTA,TwoPtShootingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3pt And 1 Free Throw Trips,NonShootingFoulsDrawn,ShootingFoulsDrawnPct,AtRimFG3AFrequency,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGA,AtRimFrequency,AtRimAccuracy,AtRimPctAssisted,AtRimPctBlocked,ShortMidRangeFGA,ShortMidRangeFrequency,ShortMidRangeAccuracy,ShortMidRangePctBlocked,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3FGA,Arc3Accuracy,NonHeaveArc3FGM,NonHeaveArc3FGA,NonHeaveArc3Accuracy
Tyrese Maxey,PHI,3.17460317460317,2.05415499533147,1.53559795253606,0.0933706816059757,6.25583566760037,115.213358070501,0.927643784786642,1.66975881261596,39.4957983193277,17.3669467787115,0.483870967741936,11.2978524743231,0.413223140495868,8.68347338935574,6.34920634920635,10.4575163398693,9.80392156862745,4.20168067226891,0.377777777777778,0.382022471910112,0.7,0.39413680781759,0.523175895765472,0.537459283387622,0.590909090909091,0.186741363211951,30.9542902967121,2.97812936249418,5.56586270871985,2.69016697588126,0.113725490196078,2.87569573283859,0.114391143911439,0.373482726423903,0.373482726423903,0.014760147601476,0.0,0.0,0.0078431372549019,0.107843137254902,0.0098039215686274,9.33706816059757,22.5957049486461,5.41549953314659,3.92156862745098,9.80392156862745,3.17460317460317,0.373482726423903,0.186741363211951,0.186741363211951,1.40056022408964,0.106824925816024,0.628664495114007,7.74301075268817,26.6636363636364,6.72268907563025,0.234527687296417,0.597222222222222,0.395348837209302,0.111111111111111,6.81605975723623,0.237785016286645,0.438356164383562,0.0547945205479452,3.82819794584501,0.133550488599349,0.365853658536585,0.266666666666667,0.933706816059757,0.0325732899022801,0.4,0.4,0.75,10.3641456582633,0.414414414414414,46,111,0.414414414414414
Cooper Flagg,DAL,3.09278350515464,1.87441424554827,1.62639405204461,0.0,4.40487347703843,114.838709677419,1.01382488479263,1.75115207373272,21.8369259606373,13.1208997188379,0.521428571428572,5.43580131208997,0.293103448275862,3.37394564198688,4.49859418931584,9.1846298031865,3.65510777881912,1.12464854732896,0.328767123287671,0.333333333333333,0.764705882352941,0.292929292929293,0.518345153061225,0.497474747474747,0.534403669724771,0.187441424554827,20.9341117597998,4.41449814126394,7.28110599078341,3.77880184331797,0.145390070921986,2.3963133640553,0.11063829787234,1.49953139643861,0.468603561387067,0.0193798449612403,0.937207122774133,0.040650406504065,0.0297619047619047,0.113636363636364,0.0439560439560439,4.40487347703843,11.0590440487348,2.15557638238051,2.24929709465792,4.31115276476101,1.96813495782568,0.56232427366448,0.0,0.0,0.468603561387067,0.0985915492957746,0.580808080808081,7.4,25.2758620689655,5.34208059981256,0.287878787878788,0.631578947368421,0.361111111111111,0.0701754385964912,5.34208059981256,0.287878787878788,0.508771929824561,0.12280701754386,2.43673851921275,0.131313131313131,0.307692307692308,0.375,1.21836925960637,0.0656565656565656,0.0769230769230769,0.0769230769230769,0.0,4.2174320524836,0.355555555555556,16,45,0.355555555555556
Shai Gilgeous-Alexander,OKC,2.49759846301633,1.63304514889529,1.3480982185845,0.0,9.0297790585975,106.081081081081,1.35135135135135,2.12355212355212,46.0134486071086,20.6532180595581,0.590697674418605,8.45341018251681,0.386363636363636,11.8155619596542,4.22670509125841,20.1729106628242,2.30547550432277,7.49279538904899,0.173228346456693,0.174603174603175,0.235294117647059,0.29042904290429,0.510154125412541,0.587458745874588,0.660614525139665,0.192122958693564,32.8205128205128,3.51468464130958,6.46718146718147,3.08880308880309,0.121673003802281,2.99227799227799,0.134199134199134,0.576368876080692,0.48030739673391,0.0251256281407035,0.0960614793467819,0.0037878787878787,0.0129589632829373,0.102272727272727,0.0175438596491228,9.70220941402498,25.0720461095101,4.03458213256484,5.66762728146014,13.0643611911623,5.37944284341979,1.44092219020173,0.288184438040346,0.0,1.0566762728146,0.170028818443804,0.508250825082508,9.34697674418605,25.8670454545455,6.34005763688761,0.217821782178218,0.757575757575758,0.24,0.0757575757575757,8.93371757925072,0.306930693069307,0.526881720430108,0.043010752688172,5.37944284341979,0.184818481848185,0.5,0.107142857142857,0.48030739673391,0.0165016501650165,0.4,0.4,0.5,7.9731027857829,0.385542168674699,32,83,0.385542168674699
Payton Pritchard,BOS,2.15827338129496,1.23329907502569,1.4917695473251,0.0,3.28879753340185,113.491246138002,0.0,1.13285272914521,25.7965056526208,8.32476875642343,0.604938271604938,12.4357656731757,0.330578512396694,3.39157245632066,1.43884892086331,8.63309352517986,10.4830421377184,1.84994861253854,0.142857142857143,0.148936170212766,0.85,0.599009900990099,0.507619554455446,0.53960396039604,0.568493150684932,0.411099691675231,20.81526452732,3.34362139917696,5.14933058702369,2.3686920700309,0.0916334661354581,2.67765190525232,0.112068965517241,1.54162384378212,0.822199383350463,0.0365296803652968,0.719424460431655,0.0248226950354609,0.029940119760479,0.054054054054054,0.015625,7.70811921891059,18.9105858170606,4.21377183967112,3.49434737923947,4.11099691675231,1.54162384378212,0.308324768756423,0.102774922918808,0.0,0.411099691675231,0.0744186046511627,0.688118811881188,10.7,26.7239669421488,1.84994861253854,0.0891089108910891,0.611111111111111,0.181818181818182,0.277777777777778,4.31654676258993,0.207920792079208,0.642857142857143,0.0476190476190476,2.15827338129496,0.103960396039604,0.523809523809524,0.272727272727273,0.822199383350463,0.0396039603960396,0.375,0.375,1.0,11.6135662898253,0.327433628318584,37,113,0.327433628318584
Keyonte George,UTA,4.66732869910626,2.97914597815293,1.59203980099503,0.0993048659384309,7.14995034756703,124.027916251246,0.398803589232303,1.49551345962114,31.9761668321748,13.7040714995035,0.521739130434783,9.53326713008937,0.291666666666667,9.33465739821251,6.35551142005958,7.94438927507448,5.95829195630586,2.38331678252234,0.444444444444444,0.444444444444444,0.714285714285714,0.41025641025641,0.487397435897436,0.487179487179487,0.579136690647482,0.0,27.6831345826235,2.7363184079602,4.58624127617149,1.89431704885344,0.0922330097087378,2.59222333000997,0.105691056910569,0.893743793445879,0.397219463753724,0.0187793427230046,0.496524329692155,0.0187265917602996,0.01875,0.0701754385964912,0.0204081632653061,9.83118172790467,23.3366434955313,6.15690168818272,3.67428003972195,10.0297914597815,4.1708043694141,0.695134061569017,0.397219463753724,0.0,0.496524329692155,0.168498168498169,0.504273504273504,9.12536231884058,25.3916666666667,2.18470705064548,0.094017094017094,0.727272727272727,0.5,0.136363636363636,8.73882820258193,0.376068376068376,0.5,0.136363636363636,2.78053624627607,0.11965811965812,0.428571428571429,0.333333333333333,1.39026812313803,0.0598290598290598,0.357142857142857,0.357142857142857,1.0,8.14299900695134,0.280487804878049,23,82,0.280487804878049
James Harden,LAC,5.24658971668416,4.19727177334733,1.26116657908565,0.0,7.76495278069255,122.526315789474,0.736842105263158,1.26315789473684,35.6768100734523,10.7030430220357,0.509803921568627,13.1164742917104,0.376,9.9685204616999,0.839454354669465,10.0734522560336,6.92549842602309,7.86988457502623,0.0769230769230769,0.0769230769230769,0.468085106382979,0.550660792951542,0.508598008849558,0.539647577092511,0.633962264150943,0.0,29.5220243673852,4.30898581187599,7.789473684210529,3.78947368421053,0.16,3.26315789473684,0.144186046511628,0.839454354669465,0.314795383001049,0.0160427807486631,0.524658971668416,0.0222222222222222,0.0194174757281553,0.118421052631579,0.0,11.8572927597062,27.5970619097587,7.97481636935992,3.88247639034628,10.8079748163694,3.35781741867786,0.734522560335782,1.46904512067156,0.419727177334732,0.314795383001049,0.175572519083969,0.744493392070485,5.7764705882353,27.0536,4.61699895068206,0.193832599118943,0.681818181818182,0.133333333333333,0.159090909090909,5.14165792235047,0.215859030837004,0.36734693877551,0.0816326530612244,0.944386149003148,0.039647577092511,0.444444444444444,0.0,0.524658971668416,0.0220264317180616,0.4,0.5,0.0,12.591815320042,0.375,45,120,0.375
Ryan Rollins,MIL,3.8702928870292896,2.71966527196653,2.34497133923919,0.0,3.76569037656904,116.822429906542,0.311526479750779,2.59605399792316,27.3012552301255,12.0292887029289,0.547826086956522,8.36820083682008,0.4625,2.51046025104603,2.71966527196653,10.4602510460251,7.84518828451883,3.76569037656904,0.206349206349206,0.209677419354839,0.675675675675676,0.41025641025641,0.568071282051282,0.607692307692308,0.6256038647343,0.209205020920502,23.0842005676443,2.91818655549766,4.67289719626168,2.18068535825545,0.0945945945945946,2.49221183800623,0.10762331838565,1.15062761506276,0.523012552301255,0.0233644859813084,0.523012552301255,0.0240384615384615,0.0236966824644549,0.128205128205128,0.0459770114942528,8.36820083682008,20.397489539749,4.7071129707113,3.6610878661087902,3.24267782426778,1.25523012552301,0.313807531380753,0.0,0.0,0.313807531380753,0.0588235294117647,0.738461538461539,6.48086956521739,25.61875,6.69456066945607,0.328205128205128,0.6875,0.204545454545455,0.140625,3.13807531380753,0.153846153846154,0.466666666666667,0.133333333333333,2.19665271966527,0.107692307692308,0.238095238095238,0.4,1.56903765690377,0.0769230769230769,0.733333333333333,0.733333333333333,0.909090909090909,6.79916317991632,0.4,26,65,0.4
Cade Cunningham,DET,4.68409586056645,3.81263616557734,2.45767340251229,0.108932461873638,7.73420479302832,111.610076670318,0.985761226725082,1.86199342825849,35.6209150326797,20.2614379084967,0.505376344086022,8.71459694989107,0.275,7.9520697167756,5.22875816993464,15.2505446623094,2.28758169934641,4.90196078431373,0.25531914893617,0.25531914893617,0.318181818181818,0.300751879699248,0.509077631578947,0.477443609022556,0.538079470198676,0.0,31.5645013723696,3.54997269251775,5.80503833515882,3.1763417305586,0.13302752293578,2.19058050383352,0.0892857142857142,1.30718954248366,1.08932461873638,0.0396825396825396,0.217864923747277,0.0102564102564102,0.0268456375838926,0.0694444444444444,0.02803738317757,12.962962962963,30.9368191721133,7.9520697167756,5.01089324618736,9.80392156862745,4.79302832244009,1.4161220043573,0.0,0.0,0.544662309368192,0.148148148148148,0.552631578947369,6.94784946236559,26.52375,7.29847494553377,0.25187969924812,0.567164179104478,0.315789473684211,0.044776119402985,10.239651416122,0.353383458646617,0.478723404255319,0.0851063829787234,2.72331154684096,0.093984962406015,0.44,0.0909090909090909,0.217864923747277,0.0075187969924812,0.0,0.0,0.0,8.49673202614379,0.282051282051282,22,78,0.282051282051282
Immanuel Quickley,TOR,2.74122807017544,1.64473684210526,1.68661588683351,0.0,4.27631578947368,112.419006479482,0.0,1.9438444924406,24.1228070175439,8.66228070175439,0.569620253164557,9.64912280701755,0.375,3.39912280701754,3.50877192982456,6.35964912280702,8.88157894736842,1.97368421052632,0.355555555555556,0.390243902439024,0.818181818181818,0.526946107784431,0.546109281437126,0.565868263473054,0.597826086956522,0.87719298245614,20.4500978473581,3.59085963003264,6.26349892008639,2.48380129589633,0.113300492610837,3.45572354211663,0.135593220338983,0.87719298245614,0.43859649122807,0.0182648401826484,0.43859649122807,0.0213903743315508,0.0197044334975369,0.0888888888888888,0.0136986301369863,9.32017543859649,22.3684210526316,5.5921052631579,3.7280701754386,4.49561403508772,2.08333333333333,0.657894736842105,0.109649122807018,0.0,0.328947368421053,0.110497237569061,0.70059880239521,7.29367088607595,26.0022727272727,3.17982456140351,0.173652694610778,0.724137931034483,0.285714285714286,0.137931034482759,4.60526315789474,0.251497005988024,0.476190476190476,0.166666666666667,0.87719298245614,0.0479041916167664,0.5,0.5,1.09649122807018,0.059880239520958,0.1,0.1,1.0,8.55263157894737,0.41025641025641,32,78,0.41025641025641
Davion Mitchell,MIA,2.66524520255864,1.81236673773987,2.23285486443381,0.0,2.55863539445629,116.43690349947,0.106044538706257,2.01484623541888,15.7782515991471,7.78251599147122,0.575342465753425,4.6908315565032,0.386363636363636,1.38592750533049,2.77185501066098,6.18336886993603,4.79744136460554,0.639658848614073,0.30952380952381,0.30952380952381,0.882352941176471,0.376068376068376,0.531489316239316,0.576923076923077,0.578125,0.0,14.6859903381643,2.12652844231792,3.60551431601273,1.69671261930011,0.0784313725490196,1.80275715800636,0.0651340996168582,0.639658848614073,0.319829424307036,0.0125523012552301,0.213219616204691,0.0108695652173913,0.0118203309692671,0.107142857142857,0.0,11.1940298507463,28.0383795309169,5.54371002132196,5.65031982942431,2.45202558635394,1.06609808102345,0.213219616204691,0.0,0.0,0.319829424307036,0.08,0.658119658119658,5.94246575342466,25.5454545454545,3.5181236673774,0.282051282051282,0.696969696969697,0.347826086956522,0.0606060606060606,3.7313432835820897,0.299145299145299,0.514285714285714,0.0571428571428571,0.533049040511727,0.0427350427350427,0.2,0.0,0.533049040511727,0.0427350427350427,0.0,0.0,0.0,4.15778251599147,0.435897435897436,17,39,0.435897435897436
