ShortName,PlusMinus,Minutes
"Goga Bitadze, Desmond Bane, Franz Wagner, Jalen Suggs, da Silva",31.034482758620697,15
"Cameron Johnson, Christian Braun, Peyton Watson, Tim Hardaway Jr., Nikola Jokić",8.064516129032256,15
"Michael Porter Jr., Terance Mann, Nic Claxton, Ziaire Williams, Noah Clowney",-16.66666666666667,15
"Luke Kennard, Onyeka Okongwu, Vít Krejčí, Keaton Wallace, Mouhamed Gueye",-0.2673796791443834,15
"Jonathan Kuminga, Moses Moody, Brandin Podziemski, Jimmy Butler III, Draymond Green",-23.67816091954022,15
"Pascal Siakam, Andrew Nembhard, Isaiah Jackson, Bennedict Mathurin, Ben Sheppard",-13.333333333333329,15
"Miles Bridges, Tre Mann, Moussa Diabaté, KJ Simpson, Kon Knueppel",4.375,15
"Isaiah Hartenstein, Shai Gilgeous-Alexander, Aaron Wiggins, Cason Wallace, Ajay Mitchell",2.941176470588232,15
"Lonzo Ball, De'Andre Hunter, Dean Wade, Evan Mobley, Craig Porter Jr.",-26.10887096774192,15
"Buddy Hield, Brandin Podziemski, Quinten Post, Jimmy Butler III, Draymond Green",3.908045977011497,15
"Donte DiVincenzo, Naz Reid, Jaylen Clark, Mike Conley, Rudy Gobert",-13.333333333333329,15
"Gary Payton II, Pat Spencer, Gui Santos, Trayce Jackson-Davis, Will Richard",18.20276497695853,15
"D'Angelo Russell, Naji Marshall, Max Christie, Dereck Lively II, Cooper Flagg",38.924731182795696,15
"Kevin Huerter, Patrick Williams, Tre Jones, Ayo Dosunmu, Nikola Vučević",6.666666666666671,15
"Pascal Siakam, Andrew Nembhard, Isaiah Jackson, Jarace Walker, Ben Sheppard",-51.72413793103448,15
"Ivica Zubac, Jordan Miller, Kobe Sanders, Nicolas Batum, Bogdan Bogdanović",35.83333333333333,15
"Ziaire Williams, Day'Ron Sharpe, Tyrese Martin, Noah Clowney, Drake Powell",11.111111111111114,15
"Goga Bitadze, Franz Wagner, Jalen Suggs, Anthony Black, da Silva",90.2304147465438,15
"Saddiq Bey, Trey Murphy III, Jose Alvarado, Jordan Hawkins, Derik Queen",-13.11827956989248,15
"Jaylen Brown, Derrick White, Neemias Queta, Payton Pritchard, Hugo González",19.354838709677423,14
