Name,TeamAbbreviation,Points,Usage,EfgPct,TsPct,Assists,AssistPoints,Turnovers,FTA,FG3APct,Rebounds,DefRebounds,Blocks,Steals,AtRimFrequency,AtRimAccuracy,Avg2ptShotDistance,Avg3ptShotDistance
Devin Booker,PHX,37.332139659803,30.3076923076923,0.543103448275862,0.612759643916914,9.22112802148612,23.5452103849597,5.10295434198747,10.1163831692032,0.289655172413793,2.82384580905424,4.21903052064632,0.359066427289049,1.25673249551167,0.148275862068966,0.790697674418605,10.2339805825243,26.6214285714286
Dyson Daniels,ATL,12.8722382324688,13.9197267292912,0.495901639344262,0.511450381679389,8.45341018251681,20.1729106628242,3.07396733909702,2.01729106628242,0.10655737704918,4.25633668101387,5.90476190476191,0.666666666666667,3.33333333333333,0.418032786885246,0.607843137254902,4.61467889908257,25.5307692307692
Desmond Bane,ORL,24.6841593780369,22.5998300764656,0.490521327014218,0.541304347826087,6.511175898931,15.5490767735666,3.49854227405248,4.95626822157434,0.355450236966825,3.20388349514563,4.84966052376334,0.484966052376334,1.06692531522793,0.270142180094787,0.614035087719298,7.33308823529412,25.6746666666667
Derrick White,BOS,24.3380855397149,23.1972198088619,0.445887445887446,0.483739837398374,8.14663951120163,19.857433808554,2.13849287169043,4.07331975560082,0.567099567099567,3.05343511450382,4.78128179043744,2.03458799593082,2.64496439471007,0.112554112554113,0.576923076923077,9.474,25.9809160305344
VJ Edgecombe,PHI,20.2213279678068,18.9212328767123,0.486263736263736,0.510152284263959,5.63380281690141,13.7826961770624,2.41448692152918,3.31991951710262,0.395604395604396,3.70927318295739,4.995004995005,0.4995004995005,1.5984015984016,0.269230769230769,0.571428571428571,6.87,25.6819444444444
Devin Vassell,SAS,19.6483971044467,17.9159049360146,0.497076023391813,0.522222222222222,3.72285418821096,8.68665977249224,1.65460186142709,2.58531540847983,0.573099415204678,2.48062015503876,4.44214876033058,0.413223140495868,1.65289256198347,0.087719298245614,0.6,11.1424657534247,25.3540816326531
Brandin Podziemski,GSW,19.6162046908316,17.4451858913251,0.543333333333333,0.560975609756098,5.01066098081023,13.2196162046908,2.02558635394456,2.98507462686567,0.5,3.96145610278373,7.20430107526882,0.537634408602151,2.04301075268817,0.18,0.814814814814815,8.27733333333333,25.6773333333333
Max Christie,DAL,19.3790149892934,15.128449096099,0.618320610687023,0.632867132867133,4.17558886509636,9.95717344753747,1.71306209850107,2.78372591006424,0.633587786259542,2.6638252530634,5.19618239660658,0.848356309650053,0.848356309650053,0.198473282442748,0.692307692307692,4.43541666666667,24.6120481927711
Donovan Mitchell,CLE,42.2712933753943,31.9227230910764,0.607547169811321,0.654098360655738,7.57097791798107,18.6119873817035,4.41640378548896,10.1997896950578,0.505660377358491,3.16789862724393,5.40827147401909,0.63626723223754,2.01484623541888,0.184905660377358,0.693877551020408,8.21374045801527,26.0029850746269
Austin Reaves,LAL,37.1554575523705,29.0480863591757,0.564903846153846,0.650980392156863,10.0330760749724,22.3814773980154,4.52039691289967,12.8996692392503,0.456730769230769,3.36458907887479,5.84988962472406,0.11037527593819,1.76600441501104,0.158653846153846,0.818181818181818,8.06460176991151,26.4926315789474
