Name,TeamAbbreviation,Points,Usage,EfgPct,TsPct,Assists,AssistPoints,Turnovers,FTA,FG3APct,Rebounds,DefRebounds,Blocks,Steals,AtRimFrequency,AtRimAccuracy,Avg2ptShotDistance,Avg3ptShotDistance
Franz Wagner,ORL,30.4541406945681,25.4658385093168,0.508097165991903,0.572147651006711,5.07569011576135,12.3775601068566,2.67141585040071,9.70614425645592,0.295546558704453,4.25909494232476,6.10079575596817,0.618921308576481,1.50309460654288,0.360323886639676,0.662921348314607,5.35747126436782,25.9479452054795
Trey Murphy III,NOP,26.7701260911736,21.3087248322148,0.563725490196078,0.609375,4.26770126091174,10.184287099903,2.909796314258,4.75266731328807,0.519607843137255,4.55205811138015,6.76982591876209,0.193423597678917,2.03094777562863,0.264705882352941,0.685185185185185,5.46734693877551,26.6716981132075
Duncan Robinson,DET,18.9431704885344,13.6325148179509,0.609929078014184,0.626666666666667,2.99102691924227,6.67996011964108,1.09670987038883,2.39282153539382,0.780141843971631,2.0979020979021,3.5035035035035,0.500500500500501,1.3013013013013,0.0921985815602836,0.692307692307692,4.64193548387097,25.5754545454545
Jaylen Brown,BOS,42.7536231884058,35.1802990325418,0.551612903225807,0.592219020172911,6.31469979296066,16.0455486542443,5.48654244306418,9.52380952380952,0.27741935483871,4.28719008264463,7.11340206185567,0.412371134020619,1.23711340206186,0.225806451612903,0.714285714285714,9.98794642857143,26.2488372093023
Deni Avdija,POR,35.5577689243028,28.2682512733447,0.55672268907563,0.626315789473684,6.67330677290837,16.7330677290837,4.78087649402391,10.6573705179283,0.394957983193277,4.47093889716841,7.13577799801784,1.09018830525273,0.693756194251734,0.365546218487395,0.666666666666667,4.79444444444444,25.7659574468085
Jimmy Butler III,GSW,31.062951496388,22.77318640955,0.58187134502924,0.670403587443946,7.32714138286894,18.8854489164087,2.57997936016512,12.1775025799794,0.192982456140351,4.22027792074112,5.13347022587269,0.410677618069815,2.6694045174538,0.391812865497076,0.73134328358209,6.01014492753623,25.3242424242424
Brandon Ingram,TOR,29.7655453618756,25.8416742493176,0.524774774774775,0.587044534412956,5.4026503567788,13.4556574923547,3.77166156982671,6.82976554536188,0.274774774774775,4.28134556574924,7.54332313965342,1.12130479102956,1.42711518858308,0.189189189189189,0.619047619047619,10.0937888198758,25.1409836065574
Andrew Wiggins,MIA,23.2835820895522,21.0151380231523,0.549479166666667,0.565217391304348,4.07960199004975,10.0497512437811,2.88557213930348,3.48258706467662,0.364583333333333,3.37636544190665,4.65807730426165,1.28840436075322,1.48662041625372,0.28125,0.648148148148148,6.75573770491803,25.1971428571429
Kon Knueppel,CHA,25.5165289256198,21.0242587601078,0.586486486486487,0.618090452261307,3.92561983471074,10.3305785123967,3.61570247933884,3.51239669421488,0.605405405405405,4.34782608695652,7.36514522821577,0.311203319502075,1.2448132780083,0.205405405405405,0.578947368421053,6.17945205479452,25.6044642857143
Mikal Bridges,NYK,22.1518987341772,16.3800904977376,0.60126582278481,0.625,6.64556962025316,17.1940928270042,1.37130801687764,2.63713080168776,0.481012658227848,2.99527062532843,4.29319371727749,1.57068062827225,2.72251308900524,0.265822784810127,0.690476190476191,6.24268292682927,24.7828947368421
